"Step","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MIN","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MAX"
"150548352","230","230","230"
"150568448","270","270","270"
"150568832","670","670","670"
"150577280","280","280","280"
"150590976","410","410","410"
"150595968","456.6666564941406","456.6666564941406","456.6666564941406"
"150606464","330","330","330"
"150628992","760","760","760"
"150644096","810","810","810"
"150683776","585","585","585"
"150699008","277.5","277.5","277.5"
"150719104","460","460","460"
"150735744","290","290","290"
"150750720","610","610","610"
"150804736","390","390","390"
"150815360","350","350","350"
"150831360","1060","1060","1060"
"150881664","320","320","320"
"150933632","310","310","310"
"150997504","350","350","350"
"151009408","440","440","440"
"151017216","375","375","375"
"151031936","420","420","420"
"151066368","400","400","400"
"151086464","270","270","270"
"151104000","330","330","330"
"151104768","310","310","310"
"151142016","230","230","230"
"151159040","530","530","530"
"151177472","350","350","350"
"151181824","410","410","410"
"151204480","270","270","270"
"151225600","340","340","340"
"151272064","320","320","320"
"151289728","505","505","505"
"151294208","460","460","460"
"151353984","545","545","545"
"151391360","320","320","320"
"151404032","410","410","410"
"151431936","365","365","365"
"151460864","360","360","360"
"151465088","270","270","270"
"151468160","270","270","270"
"151472000","330","330","330"
"151474944","255","255","255"
"151516160","630","630","630"
"151522304","300","300","300"
"151561856","940","940","940"
"151577088","370","370","370"
"151601408","950","950","950"
"151607680","350","350","350"
"151610752","380","380","380"
"151617792","553.3333129882812","553.3333129882812","553.3333129882812"
"151659776","355","355","355"
"151698304","265","265","265"
"151781888","1260","1260","1260"
"151784704","220","220","220"
"151794816","230","230","230"
"151795200","320","320","320"
"151819904","1020","1020","1020"
"151832704","425","425","425"
"151841664","370","370","370"
"151842432","660","660","660"
"151884288","390","390","390"
"151885696","930","930","930"
"151917056","460","460","460"
"151935872","490","490","490"
"151973504","290","290","290"
"151987200","280","280","280"
"152005760","475","475","475"
"152020736","286.6666564941406","286.6666564941406","286.6666564941406"
"152060672","470","470","470"
"152084736","240","240","240"
"152146688","210","210","210"
"152159872","280","280","280"
"152189824","680","680","680"
"152239744","510","510","510"
"152325504","1120","1120","1120"
"152411392","1225","1225","1225"
"152418304","540","540","540"
"152430080","340","340","340"
"152432000","820","820","820"
"152457344","670","670","670"
"152493568","340","340","340"
"152517248","250","250","250"
"152521344","770","770","770"
"152530048","260","260","260"
"152530432","700","700","700"
"152539904","627.5","627.5","627.5"
"152567168","450","450","450"
"152617728","280","280","280"
"152630272","520","520","520"
"152648832","330","330","330"
"152695552","380","380","380"
"152712832","1210","1210","1210"
"152716928","390","390","390"
"152756992","460","460","460"
"152822400","920","920","920"
"152833920","290","290","290"
"152866688","360","360","360"
"152871168","170","170","170"
"152883072","310","310","310"
"152895104","620","620","620"
"152898304","300","300","300"
"152930560","350","350","350"
"152944512","200","200","200"
"152972416","410","410","410"
"152975744","320","320","320"
"152977280","260","260","260"
"153001984","360","360","360"
"153078528","270","270","270"
"153087488","240","240","240"
"153097472","370","370","370"
"153132800","370","370","370"
"153159424","210","210","210"
"153172224","210","210","210"
"153173504","610","610","610"
"153205248","660","660","660"
"153212416","370","370","370"
"153243264","430","430","430"
"153261056","560","560","560"
"153280640","1190","1190","1190"
"153292416","442.5","442.5","442.5"
"153301888","330","330","330"
"153371648","305","305","305"
"153380480","430","430","430"
"153399296","340","340","340"
"153405184","350","350","350"
"153412864","350","350","350"
"153446272","440","440","440"
"153515136","290","290","290"
"153541248","645","645","645"
"153577728","300","300","300"
"153609088","670","670","670"
"153622400","580","580","580"
"153632640","460","460","460"
"153640320","320","320","320"
"153655936","750","750","750"
"153658496","315","315","315"
"153681792","350","350","350"
"153691136","525","525","525"
"153692672","1500","1500","1500"
"153703680","390","390","390"
"153768064","170","170","170"
"153803264","270","270","270"
"153807488","310","310","310"
"153817856","360","360","360"
"153851520","360","360","360"
"153865344","800","800","800"
"153870720","520","520","520"
"153878144","420","420","420"
"153956224","695","695","695"
"154020352","360","360","360"
"154022784","1020","1020","1020"
"154030848","360","360","360"
"154054016","1080","1080","1080"
"154091264","330","330","330"
"154105088","375","375","375"
"154113792","330","330","330"
"154142336","500","500","500"
"154143360","360","360","360"
"154162048","300","300","300"
"154248448","400","400","400"
"154304768","290","290","290"
"154348160","690","690","690"
"154368000","320","320","320"
"154380928","395","395","395"
"154403328","620","620","620"
"154404096","300","300","300"
"154419200","730","730","730"
"154447488","350","350","350"
"154470528","500","500","500"
"154472960","415","415","415"
"154480000","220","220","220"
"154481920","700","700","700"
"154508544","360","360","360"
"154527872","390","390","390"
"154535296","390","390","390"
"154558592","370","370","370"
"154566528","640","640","640"
"154596480","590","590","590"
"154672896","396.6666564941406","396.6666564941406","396.6666564941406"
"154694400","240","240","240"
"154716416","360","360","360"
"154726144","690","690","690"
"154813568","650","650","650"
"154871936","220","220","220"
"154898304","810","810","810"
"154984576","350","350","350"
"154988160","410","410","410"
"154993920","590","590","590"
"155000192","380","380","380"
"155007360","495","495","495"
"155012608","430","430","430"
"155048448","350","350","350"
"155056512","420","420","420"
"155076480","420","420","420"
"155082496","400","400","400"
"155162112","380","380","380"
"155179008","420","420","420"
"155196544","300","300","300"
"155246464","420","420","420"
"155273856","300","300","300"
"155312896","840","840","840"
"155325952","180","180","180"
"155350272","380","380","380"
"155352832","370","370","370"
"155380864","576.6666870117188","576.6666870117188","576.6666870117188"
"155383936","600","600","600"
"155403904","550","550","550"
"155406336","290","290","290"
"155408128","845","845","845"
"155477888","350","350","350"
"155512448","355","355","355"
"155522176","290","290","290"
"155584128","660","660","660"
"155621376","290","290","290"
"155653120","370","370","370"
"155710976","460","460","460"
"155714432","656.6666870117188","656.6666870117188","656.6666870117188"
"155771520","400","400","400"
"155892992","700","700","700"
"155925760","380","380","380"
"155971456","610","610","610"
"155973248","360","360","360"
"155982080","2230","2230","2230"
"155996672","410","410","410"
"156005120","450","450","450"
"156031872","380","380","380"
"156038272","300","300","300"
"156050688","430","430","430"
"156060800","370","370","370"
"156087296","545","545","545"
"156133504","475","475","475"
"156176384","440","440","440"
"156204032","640","640","640"
"156283008","270","270","270"
"156293376","305","305","305"
"156325888","300","300","300"
"156339072","380","380","380"
"156392832","700","700","700"
"156405120","620","620","620"
"156503424","300","300","300"
"156506240","320","320","320"
"156516608","260","260","260"
"156536960","630","630","630"
"156555904","380","380","380"
"156601472","405","405","405"
"156677248","316.6666564941406","316.6666564941406","316.6666564941406"
"156687744","285","285","285"
"156706304","370","370","370"
"156708864","555","555","555"
"156732416","426.6666564941406","426.6666564941406","426.6666564941406"
"156773888","410","410","410"
"156789248","430","430","430"
"156818176","340","340","340"
"156828160","450","450","450"
"156852224","280","280","280"
"156854144","496.6666564941406","496.6666564941406","496.6666564941406"
"156858240","280","280","280"
"156878592","525","525","525"
"156903040","610","610","610"
"156931072","590","590","590"
"156971392","330","330","330"
"156983808","495","495","495"
"157012352","630","630","630"
"157025024","700","700","700"
"157048960","680","680","680"
"157056128","265","265","265"
"157057792","370","370","370"
"157085952","270","270","270"
"157088384","220","220","220"
"157089792","720","720","720"
"157101568","400","400","400"
"157151744","330","330","330"
"157177088","1050","1050","1050"
"157189760","650","650","650"
"157228800","300","300","300"
"157279872","390","390","390"
"157290240","290","290","290"
"157300224","315","315","315"
"157308160","650","650","650"
"157367040","260","260","260"
"157367680","280","280","280"
"157370240","420","420","420"
"157391360","250","250","250"
"157433472","370","370","370"
"157436416","300","300","300"
"157477248","620","620","620"
"157502336","820","820","820"
"157544576","305","305","305"
"157579008","890","890","890"
"157603968","285","285","285"
"157617664","445","445","445"
"157624064","600","600","600"
"157627136","366.6666564941406","366.6666564941406","366.6666564941406"
"157644288","270","270","270"
"157662080","380","380","380"
"157675392","340","340","340"
"157677696","785","785","785"
"157700096","400","400","400"
"157704704","280","280","280"
"157714304","310","310","310"
"157731456","380","380","380"
"157746944","420","420","420"
"157771648","570","570","570"
"157820416","270","270","270"
"157847424","337.5","337.5","337.5"
"157860992","405","405","405"
"157864960","340","340","340"
"157865984","260","260","260"
"157874432","550","550","550"
"157899136","285","285","285"
"157921408","340","340","340"
"158023040","480","480","480"
"158030848","360","360","360"
"158078720","810","810","810"
"158100096","240","240","240"
"158124160","265","265","265"
"158128512","140","140","140"
"158133760","380","380","380"
"158137728","390","390","390"
"158161792","450","450","450"
"158181504","325","325","325"
"158237312","440","440","440"
"158275968","390","390","390"
"158280448","250","250","250"
"158321536","820","820","820"
"158324224","220","220","220"
"158354176","1140","1140","1140"
"158357632","450","450","450"
"158379904","300","300","300"
"158395008","640","640","640"
"158409984","1120","1120","1120"
"158485120","680","680","680"
"158491136","290","290","290"
"158515968","330","330","330"
"158536704","770","770","770"
"158550144","380","380","380"
"158555904","400","400","400"
"158579328","1030","1030","1030"
"158581760","280","280","280"
"158590080","720","720","720"
"158614784","400","400","400"
"158639872","690","690","690"
"158648704","550","550","550"
"158658688","350","350","350"
"158684416","465","465","465"
"158742528","190","190","190"
"158749824","830","830","830"
"158751104","320","320","320"
"158773376","355","355","355"
"158826624","580","580","580"
"158935680","280","280","280"
"158952832","390","390","390"
"158957440","460","460","460"
"158962432","280","280","280"
"158970880","290","290","290"
"158980224","370","370","370"
"159046272","330","330","330"
"159051264","310","310","310"
"159073536","420","420","420"
"159101696","630","630","630"
"159147776","370","370","370"
"159178496","430","430","430"
"159216640","330","330","330"
"159220224","260","260","260"
"159241088","600","600","600"
"159246976","390","390","390"
"159273216","340","340","340"
"159292160","810","810","810"
"159312384","310","310","310"
"159314816","480","480","480"
"159347328","240","240","240"
"159351296","350","350","350"
"159352192","280","280","280"
"159388032","340","340","340"
"159395200","1140","1140","1140"
"159444608","315","315","315"
"159476864","280","280","280"
"159506816","650","650","650"
"159509248","500","500","500"
"159513472","280","280","280"
"159526912","440","440","440"
"159555968","460","460","460"
"159577216","346.6666564941406","346.6666564941406","346.6666564941406"
"159620992","1100","1100","1100"
"159637120","725","725","725"
"159664000","640","640","640"
"159693184","890","890","890"
"159700096","240","240","240"
"159709184","480","480","480"
"159726976","363.3333435058594","363.3333435058594","363.3333435058594"
"159754368","260","260","260"
"159801600","430","430","430"
"159809664","240","240","240"
"159821184","710","710","710"
"159831296","490","490","490"
"159833984","460","460","460"
"159843712","420","420","420"
"159917184","270","270","270"
"159937920","290","290","290"
"159957760","390","390","390"
"159979648","620","620","620"
"159984768","290","290","290"
"160041600","502.5","502.5","502.5"
"160122112","390","390","390"
"160133504","1045","1045","1045"
"160169984","590","590","590"
"160176000","545","545","545"
"160179584","350","350","350"
"160194048","563.3333129882812","563.3333129882812","563.3333129882812"
"160200832","360","360","360"
"160233472","400","400","400"
"160251520","460","460","460"
"160261120","375","375","375"
"160270208","470","470","470"
"160294272","280","280","280"
"160332928","365","365","365"
"160339200","1040","1040","1040"
"160352768","280","280","280"
"160353920","450","450","450"
"160361728","220","220","220"
"160394496","440","440","440"
"160405248","670","670","670"
"160413568","500","500","500"
"160483072","310","310","310"
"160490752","300","300","300"
"160515968","330","330","330"
"160520064","370","370","370"
"160521216","950","950","950"
"160523008","300","300","300"
"160599808","395","395","395"
"160615680","290","290","290"
"160647040","450","450","450"
"160656256","590","590","590"
"160674816","705","705","705"
"160698368","390","390","390"
"160744192","376.6666564941406","376.6666564941406","376.6666564941406"
"160754048","366.6666564941406","366.6666564941406","366.6666564941406"
"160756096","290","290","290"
"160757888","330","330","330"
"160760704","280","280","280"
"160774912","380","380","380"
"160797440","290","290","290"
"160824064","310","310","310"
"160831616","420","420","420"
"160854784","405","405","405"
"160862592","350","350","350"
"160941568","350","350","350"
"160943488","260","260","260"
"160946560","310","310","310"
"160966784","290","290","290"
"160969600","520","520","520"
"160974080","560","560","560"
"160983424","460","460","460"
"160993152","350","350","350"
"161027584","800","800","800"
"161044608","240","240","240"
"161078400","325","325","325"
"161100928","370","370","370"
"161112576","325","325","325"
"161132928","1285","1285","1285"
"161165952","310","310","310"
"161201152","380","380","380"
"161255424","490","490","490"
"161255936","320","320","320"
"161297792","290","290","290"
"161301632","320","320","320"
"161364352","650","650","650"
"161377280","490","490","490"
"161448320","390","390","390"
"161458176","260","260","260"
"161468032","1010","1010","1010"
"161495040","390","390","390"
"161516288","440","440","440"
"161523456","390","390","390"
"161524224","480","480","480"
"161526144","780","780","780"
"161526400","720","720","720"
"161528704","560","560","560"
"161537536","510","510","510"
"161581440","515","515","515"
"161596672","710","710","710"
"161676288","410","410","410"
"161680640","326.6666564941406","326.6666564941406","326.6666564941406"
"161691392","370","370","370"
"161702400","400","400","400"
"161736192","390","390","390"
"161753728","430","430","430"
"161788928","140","140","140"
"161826304","495","495","495"
"161828096","530","530","530"
"161828224","555","555","555"
"161849216","350","350","350"
"161852416","440","440","440"
"161867264","270","270","270"
"161875968","370","370","370"
"161909760","230","230","230"
"161925888","310","310","310"
"161945984","460","460","460"
"161954304","3620","3620","3620"
"161962624","320","320","320"
"161970816","245","245","245"
"161987712","250","250","250"
"161994112","395","395","395"
"161999360","390","390","390"
"162005888","560","560","560"
"162007424","250","250","250"
"162010496","670","670","670"
"162062848","260","260","260"
"162084480","340","340","340"
"162108032","260","260","260"
"162136320","630","630","630"
"162201984","240","240","240"
"162261376","230","230","230"
"162345344","310","310","310"
"162349568","400","400","400"
"162361216","360","360","360"
"162382336","300","300","300"
"162386688","300","300","300"
"162423936","380","380","380"
"162448896","340","340","340"
"162453376","370","370","370"
"162487424","370","370","370"
"162525184","295","295","295"
"162526848","400","400","400"
"162539520","665","665","665"
"162613760","440","440","440"
"162639488","410","410","410"
"162647296","720","720","720"
"162667008","290","290","290"
"162690304","575","575","575"
"162754304","370","370","370"
"162781568","300","300","300"
"162789888","350","350","350"
"162791296","300","300","300"
"162794112","270","270","270"
"162803200","290","290","290"
"162836992","970","970","970"
"162899584","440","440","440"
"162919936","1240","1240","1240"
"162925312","1510","1510","1510"
"162936576","520","520","520"
"162977024","430","430","430"
"162987520","375","375","375"
"163002240","280","280","280"
"163014400","310","310","310"
"163046656","590","590","590"
"163069056","635","635","635"
"163074432","410","410","410"
"163089664","790","790","790"
"163145472","890","890","890"
"163146240","330","330","330"
"163181056","860","860","860"
"163190784","440","440","440"
"163198976","660","660","660"
"163230464","710","710","710"
"163252608","655","655","655"
"163259264","370","370","370"
"163276288","350","350","350"
"163366016","590","590","590"
"163376000","300","300","300"
"163401472","670","670","670"
"163409152","230","230","230"
"163429248","240","240","240"
"163432448","650","650","650"
"163435392","510","510","510"
"163471488","700","700","700"
"163474944","520","520","520"
"163509376","545","545","545"
"163599232","470","470","470"
"163621120","380","380","380"
"163651968","290","290","290"
"163653888","310","310","310"
"163724544","340","340","340"
"163743104","370","370","370"
"163825152","320","320","320"
"163829632","490","490","490"
"163845248","500","500","500"
"163870976","360","360","360"
"163900288","290","290","290"
"163909504","450","450","450"
"163930112","410","410","410"
"163936640","360","360","360"
"163944448","525","525","525"
"163958272","300","300","300"
"163968640","290","290","290"
"163972352","220","220","220"
"163984896","790","790","790"
"163999744","450","450","450"
"164022656","330","330","330"
"164028416","365","365","365"
"164030976","350","350","350"
"164039168","390","390","390"
"164040832","780","780","780"
"164050816","960","960","960"
"164051328","560","560","560"
"164054784","330","330","330"
"164157184","1190","1190","1190"
"164160512","610","610","610"
"164200320","300","300","300"
"164223616","560","560","560"
"164232960","615","615","615"
"164255872","445","445","445"
"164301696","560","560","560"
"164309632","390","390","390"
"164311808","180","180","180"
"164344320","540","540","540"
"164345856","350","350","350"
"164352768","335","335","335"
"164382464","320","320","320"
"164404608","710","710","710"
"164408192","340","340","340"
"164441344","820","820","820"
"164564736","397.5","397.5","397.5"
"164600832","500","500","500"
"164613888","790","790","790"
"164620928","340","340","340"
"164623616","340","340","340"
"164680704","460","460","460"
"164685568","500","500","500"
"164687360","300","300","300"
"164700160","900","900","900"
"164708992","350","350","350"
"164734464","410","410","410"
"164770432","270","270","270"
"164771968","450","450","450"
"164779904","290","290","290"
"164780672","1170","1170","1170"
"164802304","770","770","770"
"164812672","400","400","400"
"164855808","400","400","400"
"164914944","440","440","440"
"164982528","430","430","430"
"165026688","345","345","345"
"165040896","540","540","540"
"165043456","530","530","530"
"165107072","1060","1060","1060"
"165116928","230","230","230"
"165151488","260","260","260"
"165283712","430","430","430"
"165287040","300","300","300"
"165297664","500","500","500"
"165325824","340","340","340"
"165329408","300","300","300"
"165368320","320","320","320"
"165377536","365","365","365"
"165401344","300","300","300"
"165424896","310","310","310"
"165428992","1025","1025","1025"
"165430784","360","360","360"
"165475968","453.3333435058594","453.3333435058594","453.3333435058594"
"165507584","1140","1140","1140"
"165511808","380","380","380"
"165521024","320","320","320"
"165533440","340","340","340"
"165540352","200","200","200"
"165550208","750","750","750"
"165599616","420","420","420"
"165608320","370","370","370"
"165617792","210","210","210"
"165654272","260","260","260"
"165712128","290","290","290"
"165729536","410","410","410"
"165754752","465","465","465"
"165767808","560","560","560"
"165768832","720","720","720"
"165794816","660","660","660"
"165805952","760","760","760"
"165811584","360","360","360"
"165833984","393.3333435058594","393.3333435058594","393.3333435058594"
"165857664","1190","1190","1190"
"165858816","910","910","910"
"165886848","385","385","385"
"165895296","280","280","280"
"165910912","390","390","390"
"165928960","410","410","410"
"166041984","260","260","260"
"166043776","440","440","440"
"166055936","285","285","285"
"166069504","460","460","460"
"166115968","295","295","295"
"166135040","315","315","315"
"166141568","770","770","770"
"166155776","365","365","365"
"166203904","350","350","350"
"166244608","390","390","390"
"166274816","730","730","730"
"166311296","370","370","370"
"166362496","480","480","480"
"166368896","440","440","440"
"166389376","450","450","450"
"166430592","380","380","380"
"166439040","400","400","400"
"166440704","340","340","340"
"166449024","320","320","320"
"166449536","385","385","385"
"166451200","380","380","380"
"166457856","290","290","290"
"166460160","390","390","390"
"166472576","310","310","310"
"166554496","400","400","400"
"166572416","560","560","560"
"166584576","275","275","275"
"166591232","580","580","580"
"166609664","410","410","410"
"166615680","410","410","410"
"166665216","430","430","430"
"166674432","280","280","280"
"166696192","540","540","540"
"166697856","395","395","395"
"166708864","630","630","630"
"166763776","280","280","280"
"166811008","870","870","870"
"166841728","445","445","445"
"166862336","1060","1060","1060"
"166863488","340","340","340"
"166874496","260","260","260"
"166882432","1100","1100","1100"
"166902912","630","630","630"
"166924672","220","220","220"
"167078144","420","420","420"
"167092352","415","415","415"
"167102208","350","350","350"
"167109248","780","780","780"
"167154816","396.6666564941406","396.6666564941406","396.6666564941406"
"167201408","550","550","550"
"167214208","395","395","395"
"167254400","340","340","340"
"167254528","730","730","730"
"167265664","695","695","695"
"167267584","850","850","850"
"167313664","680","680","680"
"167363712","320","320","320"
"167398656","293.3333435058594","293.3333435058594","293.3333435058594"
"167418368","360","360","360"
"167425152","630","630","630"
"167450880","370","370","370"
"167463552","360","360","360"
"167499264","330","330","330"
"167536512","650","650","650"
"167538048","450","450","450"
"167591680","520","520","520"
"167628800","530","530","530"
"167658240","320","320","320"
"167666048","1070","1070","1070"
"167674880","380","380","380"
"167678720","380","380","380"
"167696128","480","480","480"
"167721856","470","470","470"
"167752064","330","330","330"
"167758208","300","300","300"
"167768576","340","340","340"
"167786496","810","810","810"
"167815552","650","650","650"
"167829632","360","360","360"
"167855616","340","340","340"
"167864704","390","390","390"
"167898368","726.6666870117188","726.6666870117188","726.6666870117188"
"167898752","430","430","430"
"167907328","475","475","475"
"167911552","330","330","330"
"167913216","240","240","240"
"167946112","410","410","410"
"167949696","250","250","250"
"167960960","280","280","280"
"167980928","400","400","400"
"168002688","360","360","360"
"168006400","340","340","340"
"168078336","270","270","270"
"168085376","390","390","390"
"168101888","200","200","200"
"168112384","295","295","295"
"168116224","340","340","340"
"168126976","410","410","410"
"168134400","465","465","465"
"168136960","375","375","375"
"168138624","320","320","320"
"168153984","340","340","340"
"168160896","703.3333129882812","703.3333129882812","703.3333129882812"
"168209792","320","320","320"
"168247552","270","270","270"
"168273280","440","440","440"
"168327552","810","810","810"
"168342912","410","410","410"
"168367232","535","535","535"
"168373120","320","320","320"
"168378112","310","310","310"
"168395520","485","485","485"
"168400768","766.6666870117188","766.6666870117188","766.6666870117188"
"168405504","405","405","405"
"168406656","200","200","200"
"168414720","510","510","510"
"168448000","640","640","640"
"168468480","350","350","350"
"168504704","180","180","180"
"168511872","500","500","500"
"168522368","560","560","560"
"168587648","610","610","610"
"168590592","370","370","370"
"168608768","380","380","380"
"168638208","330","330","330"
"168675968","365","365","365"
"168693632","440","440","440"
"168729216","360","360","360"
"168734464","370","370","370"
"168744192","350","350","350"
"168747008","460","460","460"
"168808832","390","390","390"
"168848128","510","510","510"
"168852224","320","320","320"
"168873088","480","480","480"
"168936960","1340","1340","1340"
"169028992","270","270","270"
"169048448","750","750","750"
"169068288","260","260","260"
"169073664","350","350","350"
"169089792","440","440","440"
"169099648","670","670","670"
"169104768","370","370","370"
"169109760","490","490","490"
"169128192","360","360","360"
"169140352","360","360","360"
"169155200","480","480","480"
"169239168","510","510","510"
"169276672","660","660","660"
"169309568","290","290","290"
"169318144","290","290","290"
"169319424","345","345","345"
"169333120","360","360","360"
"169345664","380","380","380"
"169351424","320","320","320"
"169377920","300","300","300"
"169390208","390","390","390"
"169398016","260","260","260"
"169408640","730","730","730"
"169409792","370","370","370"
"169428736","755","755","755"
"169448064","740","740","740"
"169449472","345","345","345"
"169499776","380","380","380"
"169504768","305","305","305"
"169512704","1000","1000","1000"
"169512832","390","390","390"
"169514496","300","300","300"
"169543296","670","670","670"
"169549440","710","710","710"
"169586944","555","555","555"
"169597056","320","320","320"
"169624832","520","520","520"
"169632384","220","220","220"
"169640320","320","320","320"
"169650944","595","595","595"
"169651840","290","290","290"
"169700992","430","430","430"
"169726080","350","350","350"
"169793280","280","280","280"
"169808128","590","590","590"
"169843328","443.3333435058594","443.3333435058594","443.3333435058594"
"169927296","300","300","300"
"169939968","480","480","480"
"169946368","210","210","210"
"169978112","260","260","260"
"169992960","625","625","625"
"169996672","380","380","380"
"170002304","310","310","310"
"170088832","400","400","400"
"170089216","540","540","540"
"170103808","315","315","315"
"170107776","400","400","400"
"170136064","680","680","680"
"170139392","500","500","500"
"170169472","830","830","830"
"170169984","895","895","895"
"170182400","450","450","450"
"170208128","310","310","310"
"170210944","546.6666870117188","546.6666870117188","546.6666870117188"
"170214528","410","410","410"
"170219776","570","570","570"
"170221184","240","240","240"
"170263040","390","390","390"
"170267776","290","290","290"
"170281600","340","340","340"
"170304768","690","690","690"
"170316672","730","730","730"
"170322944","880","880","880"
"170367488","300","300","300"
"170393472","490","490","490"
"170393728","520","520","520"
"170395136","590","590","590"
"170424448","360","360","360"
"170469888","675","675","675"
"170489728","290","290","290"
"170502400","460","460","460"
"170591872","600","600","600"
"170630272","330","330","330"
"170631168","470","470","470"
"170636800","400","400","400"
"170637056","360","360","360"
"170682496","525","525","525"
"170686080","575","575","575"
"170703616","640","640","640"
"170731904","510","510","510"
"170743680","630","630","630"
"170743936","560","560","560"
"170794240","1235","1235","1235"
"170848640","360","360","360"
"170877952","385","385","385"
"170969600","580","580","580"
"170971904","390","390","390"
"170995200","460","460","460"
"171070336","250","250","250"
"171142400","300","300","300"
"171154688","310","310","310"
"171161472","270","270","270"
"171173888","310","310","310"
"171235584","450","450","450"
"171261312","340","340","340"
"171307904","380","380","380"
"171365248","340","340","340"
"171384064","310","310","310"
"171388160","320","320","320"
"171469184","910","910","910"
"171472640","470","470","470"
"171496704","400","400","400"
"171552512","290","290","290"
"171614208","440","440","440"
"171647872","1165","1165","1165"
"171655808","520","520","520"
"171657088","290","290","290"
"171703424","430","430","430"
"171739520","530","530","530"
"171749248","400","400","400"
"171802624","320","320","320"
"171848064","650","650","650"
"171849600","250","250","250"
"171851904","350","350","350"
"171855232","270","270","270"
"171860480","275","275","275"
"171860736","360","360","360"
"171861376","365","365","365"
"171883136","382.5","382.5","382.5"
"171885056","430","430","430"
"171919616","316.6666564941406","316.6666564941406","316.6666564941406"
"171919872","450","450","450"
"171952896","485","485","485"
"171955968","480","480","480"
"171968768","400","400","400"
"172026112","440","440","440"
"172030720","633.3333129882812","633.3333129882812","633.3333129882812"
"172031232","315","315","315"
"172064896","350","350","350"
"172073728","440","440","440"
"172082432","270","270","270"
"172092288","280","280","280"
"172100992","345","345","345"
"172116992","420","420","420"
"172117120","345","345","345"
"172143616","340","340","340"
"172149632","320","320","320"
"172155776","270","270","270"
"172183040","280","280","280"
"172217088","455","455","455"
"172240512","290","290","290"
"172243584","330","330","330"
"172272640","370","370","370"
"172290176","790","790","790"
"172290304","380","380","380"
"172303360","730","730","730"
"172315904","350","350","350"
"172320128","470","470","470"
"172349568","543.3333129882812","543.3333129882812","543.3333129882812"
"172360320","430","430","430"
"172375168","290","290","290"
"172397952","300","300","300"
"172401024","580","580","580"
"172408320","520","520","520"
"172433536","870","870","870"
"172485376","320","320","320"
"172509568","360","360","360"
"172524672","310","310","310"
"172530176","390","390","390"
"172558720","415","415","415"
"172588800","430","430","430"
"172630400","490","490","490"
"172638336","330","330","330"
"172658944","650","650","650"
"172660864","440","440","440"
"172697856","390","390","390"
"172710272","320","320","320"
"172779904","700","700","700"
"172790272","210","210","210"
"172830080","390","390","390"
"172838400","590","590","590"
"172845440","520","520","520"
"172896256","430","430","430"
"172905472","300","300","300"
"172939136","1190","1190","1190"
"172942208","290","290","290"
"172959616","350","350","350"
"172964608","390","390","390"
"172966400","345","345","345"
"172979328","430","430","430"
"172983936","400","400","400"
"172986112","330","330","330"
"173026944","350","350","350"
"173073152","220","220","220"
"173090304","490","490","490"
"173096320","335","335","335"
"173105024","340","340","340"
"173123712","280","280","280"
"173129472","350","350","350"
"173157888","265","265","265"
"173179008","880","880","880"
"173181440","410","410","410"
"173210112","300","300","300"
"173247616","720","720","720"
"173253760","475","475","475"
"173311872","560","560","560"
"173333632","370","370","370"
"173335168","310","310","310"
"173359104","570","570","570"
"173405312","895","895","895"
"173417600","250","250","250"
"173439360","830","830","830"
"173451520","330","330","330"
"173487616","330","330","330"
"173494144","360","360","360"
"173520896","1590","1590","1590"
"173565440","370","370","370"
"173609728","390","390","390"
"173619456","460","460","460"
"173635712","312.5","312.5","312.5"
"173652096","325","325","325"
"173704704","280","280","280"
"173710208","290","290","290"
"173741568","500","500","500"
"173754752","630","630","630"
"173773312","210","210","210"
"173795968","310","310","310"
"173814400","325","325","325"
"173880192","440","440","440"
"173893760","345","345","345"
"173902080","816.6666870117188","816.6666870117188","816.6666870117188"
"173912576","325","325","325"
"173927168","360","360","360"
"173974272","420","420","420"
"174006912","690","690","690"
"174040192","660","660","660"
"174047232","300","300","300"
"174073216","600","600","600"
"174086400","330","330","330"
"174125056","710","710","710"
"174131712","503.3333435058594","503.3333435058594","503.3333435058594"
"174136064","525","525","525"
"174137344","280","280","280"
"174156672","260","260","260"
"174201600","340","340","340"
"174204288","345","345","345"
"174223744","310","310","310"
"174268928","443.3333435058594","443.3333435058594","443.3333435058594"
"174296064","370","370","370"
"174302336","805","805","805"
"174339968","390","390","390"
"174362752","340","340","340"
"174375296","300","300","300"
"174395904","580","580","580"
"174404480","1130","1130","1130"
"174420096","735","735","735"
"174445440","270","270","270"
"174464896","310","310","310"
"174469632","690","690","690"
"174502400","280","280","280"
"174508288","490","490","490"
"174571648","670","670","670"
"174610816","450","450","450"
"174618880","470","470","470"
"174632320","335","335","335"
"174637824","280","280","280"
"174648064","360","360","360"
"174657408","370","370","370"
"174657792","450","450","450"
"174670592","210","210","210"
"174827520","270","270","270"
"174849792","270","270","270"
"174866688","326.6666564941406","326.6666564941406","326.6666564941406"
"174892544","420","420","420"
"174923136","250","250","250"
"175006080","350","350","350"
"175021696","420","420","420"
"175024256","200","200","200"
"175145984","660","660","660"
