"Step","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MIN","MsPacman-v4__state_of_art_intrinsic__1__1666220828 - charts/mean_episodic_return__MAX"
"232232320","420","420","420"
"232237568","300","300","300"
"232250496","490","490","490"
"232342016","290","290","290"
"232350464","430","430","430"
"232354048","493.3333435058594","493.3333435058594","493.3333435058594"
"232365824","330","330","330"
"232393344","905","905","905"
"232401792","345","345","345"
"232410112","280","280","280"
"232427520","360","360","360"
"232441344","415","415","415"
"232449920","315","315","315"
"232450944","300","300","300"
"232490240","300","300","300"
"232491904","410","410","410"
"232580736","340","340","340"
"232611328","710","710","710"
"232652288","310","310","310"
"232652800","325","325","325"
"232668672","290","290","290"
"232674048","440","440","440"
"232697728","295","295","295"
"232706304","337.5","337.5","337.5"
"232710272","330","330","330"
"232721024","280","280","280"
"232749056","260","260","260"
"232751104","580","580","580"
"232789504","440","440","440"
"232863488","560","560","560"
"232886784","422","422","422"
"232886912","320","320","320"
"232917248","500","500","500"
"232944896","435","435","435"
"232969856","510","510","510"
"232969984","330","330","330"
"232998400","496.6666564941406","496.6666564941406","496.6666564941406"
"233009280","590","590","590"
"233012992","400","400","400"
"233024000","380","380","380"
"233031296","265","265","265"
"233036672","845","845","845"
"233051264","380","380","380"
"233053824","280","280","280"
"233055872","260","260","260"
"233074304","1195","1195","1195"
"233123584","700","700","700"
"233133952","1090","1090","1090"
"233166720","500","500","500"
"233198336","360","360","360"
"233201152","825","825","825"
"233203712","330","330","330"
"233226496","320","320","320"
"233265280","970","970","970"
"233329536","380","380","380"
"233350144","360","360","360"
"233385728","290","290","290"
"233387392","690","690","690"
"233415680","1160","1160","1160"
"233430912","270","270","270"
"233437824","315","315","315"
"233478016","400","400","400"
"233479168","450","450","450"
"233497600","300","300","300"
"233519872","590","590","590"
"233521792","825","825","825"
"233538816","350","350","350"
"233556224","320","320","320"
"233583744","350","350","350"
"233607040","250","250","250"
"233655552","295","295","295"
"233655936","360","360","360"
"233659904","400","400","400"
"233692160","400","400","400"
"233693952","362.5","362.5","362.5"
"233715712","1920","1920","1920"
"233780864","630","630","630"
"233790208","550","550","550"
"233862656","340","340","340"
"233871104","270","270","270"
"233880832","290","290","290"
"233882112","320","320","320"
"233899520","670","670","670"
"233906304","340","340","340"
"233911168","250","250","250"
"233911808","300","300","300"
"233943808","380","380","380"
"233951744","320","320","320"
"233975040","380","380","380"
"234018432","250","250","250"
"234027392","620","620","620"
"234062720","370","370","370"
"234150912","890","890","890"
"234170112","330","330","330"
"234206208","390","390","390"
"234232832","230","230","230"
"234247680","525","525","525"
"234265600","460","460","460"
"234266496","360","360","360"
"234289664","390","390","390"
"234311808","440","440","440"
"234325248","350","350","350"
"234329600","445","445","445"
"234368896","300","300","300"
"234407040","410","410","410"
"234420224","1060","1060","1060"
"234426240","320","320","320"
"234432128","500","500","500"
"234470656","460","460","460"
"234478976","290","290","290"
"234597120","400","400","400"
"234624384","740","740","740"
"234696704","280","280","280"
"234706816","250","250","250"
"234711552","300","300","300"
"234723584","310","310","310"
"234744576","450","450","450"
"234782080","730","730","730"
"234789248","386.6666564941406","386.6666564941406","386.6666564941406"
"234802816","460","460","460"
"234811008","320","320","320"
"234825856","310","310","310"
"234855424","670","670","670"
"234878848","500","500","500"
"234906752","450","450","450"
"234919296","355","355","355"
"234963968","250","250","250"
"234993152","280","280","280"
"235003136","280","280","280"
"235025280","380","380","380"
"235077248","330","330","330"
"235081472","965","965","965"
"235084288","340","340","340"
"235115392","1180","1180","1180"
"235135232","455","455","455"
"235150976","610","610","610"
"235155840","310","310","310"
"235159168","350","350","350"
"235169280","540","540","540"
"235199872","350","350","350"
"235214208","690","690","690"
"235231104","250","250","250"
"235240064","405","405","405"
"235241856","1170","1170","1170"
"235246464","605","605","605"
"235258240","315","315","315"
"235266432","320","320","320"
"235272064","590","590","590"
"235364608","595","595","595"
"235406464","330","330","330"
"235420800","290","290","290"
"235438080","320","320","320"
"235459712","440","440","440"
"235473792","1110","1110","1110"
"235475200","320","320","320"
"235481856","560","560","560"
"235526656","340","340","340"
"235554304","430","430","430"
"235563008","320","320","320"
"235618944","345","345","345"
"235626624","370","370","370"
"235634176","365","365","365"
"235635456","240","240","240"
"235639936","390","390","390"
"235642112","755","755","755"
"235656064","310","310","310"
"235663744","320","320","320"
"235670528","1210","1210","1210"
"235694976","380","380","380"
"235698048","310","310","310"
"235743104","430","430","430"
"235781632","440","440","440"
"235787904","380","380","380"
"235792896","480","480","480"
"235834752","320","320","320"
"235838208","400","400","400"
"235911424","430","430","430"
"235912064","1000","1000","1000"
"235932800","720","720","720"
"235935232","670","670","670"
"235958656","390","390","390"
"235961472","330","330","330"
"235982592","990","990","990"
"235990784","250","250","250"
"236019456","310","310","310"
"236066176","410","410","410"
"236092160","610","610","610"
"236103040","320","320","320"
"236110464","345","345","345"
"236112128","750","750","750"
"236151808","490","490","490"
"236199808","320","320","320"
"236205568","370","370","370"
"236219008","170","170","170"
"236221824","260","260","260"
"236227584","1030","1030","1030"
"236240640","310","310","310"
"236288512","300","300","300"
"236292864","360","360","360"
"236304256","370","370","370"
"236392320","640","640","640"
"236402176","520","520","520"
"236435328","380","380","380"
"236439808","330","330","330"
"236471296","190","190","190"
"236498816","280","280","280"
"236501504","500","500","500"
"236585344","310","310","310"
"236590720","250","250","250"
"236591360","270","270","270"
"236638720","360","360","360"
"236661632","650","650","650"
"236669696","520","520","520"
"236694656","400","400","400"
"236707968","360","360","360"
"236715392","1840","1840","1840"
"236753280","550","550","550"
"236763520","580","580","580"
"236775040","350","350","350"
"236805376","350","350","350"
"236839040","430","430","430"
"236864512","410","410","410"
"236932608","410","410","410"
"236952832","350","350","350"
"236978432","380","380","380"
"237000448","290","290","290"
"237021312","560","560","560"
"237033088","360","360","360"
"237070208","380","380","380"
"237083264","750","750","750"
"237089664","360","360","360"
"237122304","300","300","300"
"237156864","530","530","530"
"237157120","320","320","320"
"237175808","250","250","250"
"237183360","530","530","530"
"237191808","270","270","270"
"237209856","360","360","360"
"237234944","690","690","690"
"237238400","360","360","360"
"237243392","740","740","740"
"237245696","330","330","330"
"237256192","360","360","360"
"237264768","470","470","470"
"237273984","575","575","575"
"237277568","340","340","340"
"237290880","285","285","285"
"237291136","380","380","380"
"237304064","510","510","510"
"237369600","565","565","565"
"237478016","390","390","390"
"237479296","600","600","600"
"237480320","360","360","360"
"237487104","250","250","250"
"237518976","270","270","270"
"237588992","230","230","230"
"237596800","340","340","340"
"237627648","390","390","390"
"237651200","435","435","435"
"237672064","505","505","505"
"237716992","1110","1110","1110"
"237737344","250","250","250"
"237737600","270","270","270"
"237749120","546.6666870117188","546.6666870117188","546.6666870117188"
"237760768","460","460","460"
"237775360","460","460","460"
"237806720","480","480","480"
"237816576","580","580","580"
"237872384","290","290","290"
"237873024","580","580","580"
"237904640","340","340","340"
"237921920","310","310","310"
"237951488","570","570","570"
"237964800","440","440","440"
"237970176","270","270","270"
"237970688","1050","1050","1050"
"237988224","360","360","360"
"238000512","570","570","570"
"238059904","1040","1040","1040"
"238072576","300","300","300"
"238099712","2230","2230","2230"
"238104832","690","690","690"
"238117760","320","320","320"
"238209664","315","315","315"
"238227968","280","280","280"
"238254976","705","705","705"
"238258432","330","330","330"
"238284032","533.3333129882812","533.3333129882812","533.3333129882812"
"238316928","340","340","340"
"238345984","520","520","520"
"238360192","295","295","295"
"238361600","365","365","365"
"238448384","930","930","930"
"238458112","530","530","530"
"238505600","550","550","550"
"238526848","350","350","350"
"238573568","1280","1280","1280"
"238612096","375","375","375"
"238638720","250","250","250"
"238658688","720","720","720"
"238669056","400","400","400"
"238682496","340","340","340"
"238761728","450","450","450"
"238771072","420","420","420"
"238782720","475","475","475"
"238829824","300","300","300"
"238834432","480","480","480"
"238847104","320","320","320"
"238859264","380","380","380"
"238864384","330","330","330"
"238869248","445","445","445"
"238921600","360","360","360"
"238926848","270","270","270"
"238939264","460","460","460"
"238953984","680","680","680"
"238965888","540","540","540"
"238968448","340","340","340"
"238973952","775","775","775"
"238992640","330","330","330"
"238998528","370","370","370"
"239023232","390","390","390"
"239025408","370","370","370"
"239053952","490","490","490"
"239096704","380","380","380"
"239106560","380","380","380"
"239127296","260","260","260"
"239149952","260","260","260"
"239169024","500","500","500"
"239170688","390","390","390"
"239170944","310","310","310"
"239180160","300","300","300"
"239184384","330","330","330"
"239186560","370","370","370"
"239202048","350","350","350"
"239227904","280","280","280"
"239276160","680","680","680"
"239287168","280","280","280"
"239294080","350","350","350"
"239299968","340","340","340"
"239327232","423.3333435058594","423.3333435058594","423.3333435058594"
"239327360","350","350","350"
"239350272","340","340","340"
"239356928","340","340","340"
"239366656","355","355","355"
"239406592","705","705","705"
"239430144","960","960","960"
"239467776","475","475","475"
"239503232","310","310","310"
