"Step","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MIN","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MAX"
"87530752","5440","5440","5440"
"87533056","2620","2620","2620"
"87539200","2890","2890","2890"
"87583744","1470","1470","1470"
"87585280","3005","3005","3005"
"87594752","3460","3460","3460"
"87597184","4330","4330","4330"
"87600128","4680","4680","4680"
"87604352","1540","1540","1540"
"87643392","1690","1690","1690"
"87651200","2620","2620","2620"
"87657600","2050","2050","2050"
"87674112","4920","4920","4920"
"87692288","4310","4310","4310"
"87698816","5320","5320","5320"
"87699584","1960","1960","1960"
"87704832","4260","4260","4260"
"87717120","3070","3070","3070"
"87732736","4730","4730","4730"
"87753472","4360","4360","4360"
"87755264","6060","6060","6060"
"87758464","1260","1260","1260"
"87771392","3620","3620","3620"
"87772800","2070","2070","2070"
"87778304","5700","5700","5700"
"87784192","1420","1420","1420"
"87796992","2430","2430","2430"
"87807488","2580","2580","2580"
"87828736","4990","4990","4990"
"87834240","1670","1670","1670"
"87835520","4510","4510","4510"
"87861888","1770","1770","1770"
"87864576","3760","3760","3760"
"87899392","2470","2470","2470"
"87904512","5750","5750","5750"
"87923328","1690","1690","1690"
"87931520","2770","2770","2770"
"87954304","5460","5460","5460"
"87965312","1900","1900","1900"
"87970432","4020","4020","4020"
"87981440","5840","5840","5840"
"87984128","2420","2420","2420"
"87985024","6510","6510","6510"
"88012544","970","970","970"
"88026624","4930","4930","4930"
"88077312","4030","4030","4030"
"88077952","4770","4770","4770"
"88094080","2670","2670","2670"
"88104448","5560","5560","5560"
"88115968","1150","1150","1150"
"88117632","5780","5780","5780"
"88137984","1780","1780","1780"
"88153472","2390","2390","2390"
"88163456","5970","5970","5970"
"88166656","2430","2430","2430"
"88182016","4960","4960","4960"
"88194304","4800","4800","4800"
"88201216","3130","3130","3130"
"88201984","4270","4270","4270"
"88224512","1480","1480","1480"
"88245632","1480","1480","1480"
"88255360","2900","2900","2900"
"88261632","1370","1370","1370"
"88261888","5155","5155","5155"
"88265472","1400","1400","1400"
"88299520","3570","3570","3570"
"88315776","3585","3585","3585"
"88316160","2100","2100","2100"
"88336384","5260","5260","5260"
"88340352","2230","2230","2230"
"88347008","2880","2880","2880"
"88367616","1300","1300","1300"
"88368640","4110","4110","4110"
"88370816","5170","5170","5170"
"88414464","4760","4760","4760"
"88438272","1290","1290","1290"
"88449024","2720","2720","2720"
"88456320","4950","4950","4950"
"88468864","5960","5960","5960"
"88483072","2090","2090","2090"
"88505088","5590","5590","5590"
"88518656","4420","4420","4420"
"88556032","4045","4045","4045"
"88596096","2400","2400","2400"
"88631680","4710","4710","4710"
"88649472","2370","2370","2370"
"88693120","4960","4960","4960"
"88718976","4880","4880","4880"
"88726272","4150","4150","4150"
"88778752","4610","4610","4610"
"88801792","290","290","290"
"88831104","6140","6140","6140"
"88842368","4530","4530","4530"
"88845568","3930","3930","3930"
"88880128","1070","1070","1070"
"88881792","1400","1400","1400"
"88889344","3090","3090","3090"
"88932992","1330","1330","1330"
"88942848","4810","4810","4810"
"88959488","5780","5780","5780"
"88965376","5210","5210","5210"
"88977280","2410","2410","2410"
"88977920","2830","2830","2830"
"89016448","2280","2280","2280"
"89024640","4050","4050","4050"
"89040000","2590","2590","2590"
"89058048","2580","2580","2580"
"89075840","2310","2310","2310"
"89083136","2360","2360","2360"
"89101568","960","960","960"
"89106816","5510","5510","5510"
"89109888","5040","5040","5040"
"89118720","4830","4830","4830"
"89136640","4010","4010","4010"
"89164160","2605","2605","2605"
"89189248","1530","1530","1530"
"89190144","4595","4595","4595"
"89235456","1570","1570","1570"
"89236224","2490","2490","2490"
"89247232","2730","2730","2730"
"89256448","1300","1300","1300"
"89265152","1590","1590","1590"
"89305600","2060","2060","2060"
"89323648","6330","6330","6330"
"89329920","2680","2680","2680"
"89346816","1260","1260","1260"
"89364736","1310","1310","1310"
"89366144","2720","2720","2720"
"89366528","2175","2175","2175"
"89372416","3690","3690","3690"
"89374720","480","480","480"
"89387008","5610","5610","5610"
"89394944","5170","5170","5170"
"89409408","2580","2580","2580"
"89432192","1550","1550","1550"
"89438208","1320","1320","1320"
"89457152","2150","2150","2150"
"89467392","4280","4280","4280"
"89529344","6410","6410","6410"
"89537408","5190","5190","5190"
"89562368","1390","1390","1390"
"89575552","2740","2740","2740"
"89580928","3960","3960","3960"
"89592448","4430","4430","4430"
"89600896","2730","2730","2730"
"89609472","1430","1430","1430"
"89624960","2980","2980","2980"
"89634816","3780","3780","3780"
"89635200","2120","2120","2120"
"89671296","2330","2330","2330"
"89676032","4520","4520","4520"
"89701248","6310","6310","6310"
"89755904","1320","1320","1320"
"89757184","1640","1640","1640"
"89774080","2620","2620","2620"
"89798912","3800","3800","3800"
"89799552","5670","5670","5670"
"89840256","1220","1220","1220"
"89849728","4770","4770","4770"
"89858816","4060","4060","4060"
"89867008","2230","2230","2230"
"89900416","1080","1080","1080"
"89920896","4150","4150","4150"
"89937152","2260","2260","2260"
"89979776","5810","5810","5810"
"89985152","2020","2020","2020"
"90003456","3730","3730","3730"
"90005888","4970","4970","4970"
"90008448","1560","1560","1560"
"90037632","2530","2530","2530"
"90038528","1120","1120","1120"
"90077824","1290","1290","1290"
"90108288","2440","2440","2440"
"90109696","1820","1820","1820"
"90124672","2710","2710","2710"
"90143488","5020","5020","5020"
"90196608","5300","5300","5300"
"90211456","4800","4800","4800"
"90222336","5020","5020","5020"
"90229248","2580","2580","2580"
"90246912","1530","1530","1530"
"90276480","3860","3860","3860"
"90315904","2550","2550","2550"
"90322688","1750","1750","1750"
"90369664","5900","5900","5900"
"90435840","2910","2910","2910"
"90471424","2090","2090","2090"
"90504576","3480","3480","3480"
"90522112","2420","2420","2420"
"90522496","6280","6280","6280"
"90540800","3830","3830","3830"
"90544256","3750","3750","3750"
"90580864","1230","1230","1230"
"90640640","4680","4680","4680"
"90664192","1630","1630","1630"
"90684672","5150","5150","5150"
"90700928","1160","1160","1160"
"90709504","4730","4730","4730"
"90717312","4910","4910","4910"
"90731520","360","360","360"
"90737920","3760","3760","3760"
"90756096","3600","3600","3600"
"90760576","2100","2100","2100"
"90778240","2540","2540","2540"
"90811520","3850","3850","3850"
"90823424","2645","2645","2645"
"90843648","2240","2240","2240"
"90879744","990","990","990"
"90900480","4840","4840","4840"
"90925568","2190","2190","2190"
"90965248","5560","5560","5560"
"90998656","3483.333251953125","3483.333251953125","3483.333251953125"
"91000704","4100","4100","4100"
"91009536","1710","1710","1710"
"91021952","2450","2450","2450"
"91032960","2610","2610","2610"
"91038464","3890","3890","3890"
"91074560","3990","3990","3990"
"91110400","1380","1380","1380"
"91111296","3650","3650","3650"
"91169664","1790","1790","1790"
"91172480","1750","1750","1750"
"91184000","4190","4190","4190"
"91236608","4780","4780","4780"
"91251328","930","930","930"
"91274240","2300","2300","2300"
"91286272","1680","1680","1680"
"91293056","1390","1390","1390"
"91345280","1560","1560","1560"
"91345536","4560","4560","4560"
"91376384","1340","1340","1340"
"91388160","1360","1360","1360"
"91397376","2270","2270","2270"
"91406208","3990","3990","3990"
"91419520","1710","1710","1710"
"91426432","3660","3660","3660"
"91442944","1820","1820","1820"
"91477888","1375","1375","1375"
"91487744","4850","4850","4850"
"91494400","3615","3615","3615"
"91531776","2760","2760","2760"
"91547392","5240","5240","5240"
"91557504","5350","5350","5350"
"91569152","2310","2310","2310"
"91583104","1960","1960","1960"
"91595904","2630","2630","2630"
"91624064","5300","5300","5300"
"91630080","2430","2430","2430"
"91639296","1530","1530","1530"
"91665280","5590","5590","5590"
"91707136","2660","2660","2660"
"91717760","4690","4690","4690"
"91748352","4440","4440","4440"
"91763072","3700","3700","3700"
"91779072","2220","2220","2220"
"91796992","3790","3790","3790"
"91806976","5310","5310","5310"
"91871744","4890","4890","4890"
"91972608","1640","1640","1640"
"91978240","3010","3010","3010"
"91995776","4890","4890","4890"
"92006016","1350","1350","1350"
"92009984","1790","1790","1790"
"92028160","2750","2750","2750"
"92065792","1610","1610","1610"
"92071296","1570","1570","1570"
"92081920","450","450","450"
"92130560","4510","4510","4510"
"92138880","5320","5320","5320"
"92141952","2920","2920","2920"
"92178432","1370","1370","1370"
"92179584","3130","3130","3130"
"92238208","2810","2810","2810"
"92281728","2040","2040","2040"
"92306048","3770","3770","3770"
"92352768","5570","5570","5570"
"92371840","5430","5430","5430"
"92372352","4340","4340","4340"
"92393728","1470","1470","1470"
"92404864","340","340","340"
"92415104","1040","1040","1040"
"92431872","4860","4860","4860"
"92434560","1550","1550","1550"
"92436736","4800","4800","4800"
"92436992","1160","1160","1160"
"92446464","3480","3480","3480"
"92460288","4945","4945","4945"
"92466944","5340","5340","5340"
"92472704","5100","5100","5100"
"92473216","5170","5170","5170"
"92479744","1410","1410","1410"
"92482944","740","740","740"
"92517120","1920","1920","1920"
"92561792","4730","4730","4730"
"92563456","1620","1620","1620"
"92572800","1520","1520","1520"
"92604160","2115","2115","2115"
"92605696","1765","1765","1765"
"92607104","2600","2600","2600"
"92633472","2970","2970","2970"
"92654976","1370","1370","1370"
"92670464","2190","2190","2190"
"92674560","1070","1070","1070"
"92691840","5890","5890","5890"
"92720896","2760","2760","2760"
"92723200","4380","4380","4380"
"92729216","5460","5460","5460"
"92752896","2660","2660","2660"
"92761856","4950","4950","4950"
"92783744","2580","2580","2580"
"92785152","1340","1340","1340"
"92788864","2190","2190","2190"
"92808704","4800","4800","4800"
"92825216","5260","5260","5260"
"92832896","3115","3115","3115"
"92839424","5180","5180","5180"
"92856448","2170","2170","2170"
"92859776","1620","1620","1620"
"92867584","3950","3950","3950"
"92877696","5410","5410","5410"
"92924160","1460","1460","1460"
"92955008","3710","3710","3710"
"92966400","5340","5340","5340"
"92971264","1210","1210","1210"
"92984192","1090","1090","1090"
"92988800","1690","1690","1690"
"93011072","5340","5340","5340"
"93014656","2580","2580","2580"
"93023872","2400","2400","2400"
"93055104","1830","1830","1830"
"93069184","1690","1690","1690"
"93082240","2370","2370","2370"
"93091456","4610","4610","4610"
"93104000","3820","3820","3820"
"93106560","3940","3940","3940"
"93108224","2320","2320","2320"
"93112192","6040","6040","6040"
"93114752","2470","2470","2470"
"93128192","1650","1650","1650"
"93158528","2190","2190","2190"
"93173248","4180","4180","4180"
"93174144","5830","5830","5830"
"93183232","1150","1150","1150"
"93204736","4350","4350","4350"
"93220608","3445","3445","3445"
"93259264","2460","2460","2460"
"93260416","2460","2460","2460"
"93267712","4880","4880","4880"
"93288448","5100","5100","5100"
"93301888","3870","3870","3870"
"93358848","5210","5210","5210"
"93361792","1510","1510","1510"
"93387520","3160","3160","3160"
"93393408","2550","2550","2550"
"93393664","3135","3135","3135"
"93431168","1280","1280","1280"
"93488512","2663.333251953125","2663.333251953125","2663.333251953125"
"93496832","2610","2610","2610"
"93505664","4280","4280","4280"
"93521024","4130","4130","4130"
"93532800","4950","4950","4950"
"93538432","5440","5440","5440"
"93540480","1590","1590","1590"
"93604864","2510","2510","2510"
"93609600","2050","2050","2050"
"93614336","3260","3260","3260"
"93641472","2610","2610","2610"
"93642624","3930","3930","3930"
"93647872","1720","1720","1720"
"93655168","2100","2100","2100"
"93662080","2260","2260","2260"
"93674752","1100","1100","1100"
"93683456","2820","2820","2820"
"93786880","2990","2990","2990"
"93804416","2890","2890","2890"
"93818880","3710","3710","3710"
"93820928","5190","5190","5190"
"93836672","2265","2265","2265"
"93843456","1260","1260","1260"
"93849728","6220","6220","6220"
"93869440","2300","2300","2300"
"93877888","3605","3605","3605"
"93928960","850","850","850"
"93975424","2490","2490","2490"
"93994240","4720","4720","4720"
"93997056","5380","5380","5380"
"94000640","630","630","630"
"94010752","1240","1240","1240"
"94029952","4630","4630","4630"
"94056192","1750","1750","1750"
"94065664","6210","6210","6210"
"94065920","1910","1910","1910"
"94073600","5280","5280","5280"
"94211584","3960","3960","3960"
"94213888","4000","4000","4000"
"94215936","1550","1550","1550"
"94250624","1450","1450","1450"
"94252800","1970","1970","1970"
"94253056","4160","4160","4160"
"94266112","2320","2320","2320"
"94280704","5530","5530","5530"
"94331264","4240","4240","4240"
"94347904","5750","5750","5750"
"94396416","3530","3530","3530"
"94407936","1680","1680","1680"
"94426752","1330","1330","1330"
"94432640","5500","5500","5500"
"94438528","4200","4200","4200"
"94448896","2370","2370","2370"
"94461696","2660","2660","2660"
"94470656","2370","2370","2370"
"94473856","4225","4225","4225"
"94502272","3020","3020","3020"
"94513408","6130","6130","6130"
"94520832","4850","4850","4850"
"94556800","2655","2655","2655"
"94564608","1060","1060","1060"
"94585856","5920","5920","5920"
"94603648","5990","5990","5990"
"94604672","1960","1960","1960"
"94631424","3650","3650","3650"
"94638592","5640","5640","5640"
"94646400","4670","4670","4670"
"94654720","2750","2750","2750"
"94656128","5320","5320","5320"
"94668288","4840","4840","4840"
"94679040","2060","2060","2060"
"94694016","1340","1340","1340"
"94703360","2180","2180","2180"
"94705408","2610","2610","2610"
"94731136","1320","1320","1320"
"94731776","2560","2560","2560"
"94790272","5460","5460","5460"
"94799104","3100","3100","3100"
"94806912","4740","4740","4740"
"94823808","1590","1590","1590"
"94870784","3520","3520","3520"
"94872960","2480","2480","2480"
"94883072","2440","2440","2440"
"94889728","2370","2370","2370"
"94899840","5900","5900","5900"
"94904448","2910","2910","2910"
"94908032","1350","1350","1350"
"94966528","4920","4920","4920"
"95004288","2570","2570","2570"
"95065856","2110","2110","2110"
"95083008","570","570","570"
"95111424","1770","1770","1770"
"95132288","6480","6480","6480"
"95147776","2770","2770","2770"
"95164928","4170","4170","4170"
"95186432","1640","1640","1640"
"95192192","3300","3300","3300"
"95210496","6160","6160","6160"
"95245696","5540","5540","5540"
"95256704","4800","4800","4800"
"95268992","3910","3910","3910"
"95279616","3080","3080","3080"
"95281920","3150","3150","3150"
"95287424","3360","3360","3360"
"95293184","4260","4260","4260"
"95307520","6170","6170","6170"
"95315584","1810","1810","1810"
"95318144","2800","2800","2800"
"95354624","3060","3060","3060"
"95394688","5600","5600","5600"
"95458816","2340","2340","2340"
"95482368","1290","1290","1290"
"95503232","5560","5560","5560"
"95514240","4250","4250","4250"
"95515264","1770","1770","1770"
"95532800","1540","1540","1540"
"95536896","2010","2010","2010"
"95582720","2960","2960","2960"
"95590016","4890","4890","4890"
"95600384","2810","2810","2810"
"95604608","3560","3560","3560"
"95620352","2660","2660","2660"
"95660160","4365","4365","4365"
"95689472","2280","2280","2280"
"95690624","4360","4360","4360"
"95704064","4920","4920","4920"
"95732224","5140","5140","5140"
"95741056","5510","5510","5510"
"95776256","3060","3060","3060"
"95822336","4880","4880","4880"
"95828224","4200","4200","4200"
"95842304","6170","6170","6170"
"95858048","1970","1970","1970"
"95869952","5900","5900","5900"
"95874688","3980","3980","3980"
"95889024","5410","5410","5410"
"95891072","1700","1700","1700"
"95897472","4940","4940","4940"
"95901568","3120","3120","3120"
"95926784","3940","3940","3940"
"95930368","5360","5360","5360"
"95962880","4780","4780","4780"
"96011904","5450","5450","5450"
"96014208","4570","4570","4570"
"96043648","4270","4270","4270"
"96053888","5130","5130","5130"
"96056832","1650","1650","1650"
"96067840","5080","5080","5080"
"96072960","4790","4790","4790"
"96089472","4610","4610","4610"
"96100736","4620","4620","4620"
"96120576","5020","5020","5020"
"96125440","1230","1230","1230"
"96137344","2180","2180","2180"
"96142848","4910","4910","4910"
"96165760","4110","4110","4110"
"96174976","4745","4745","4745"
"96182400","1910","1910","1910"
"96206848","1640","1640","1640"
"96224512","1580","1580","1580"
"96233984","5350","5350","5350"
"96242048","5980","5980","5980"
"96292224","2250","2250","2250"
"96313856","5610","5610","5610"
"96315136","2430","2430","2430"
"96328832","4900","4900","4900"
"96372992","3890","3890","3890"
"96406144","6230","6230","6230"
"96416256","5030","5030","5030"
"96416896","1830","1830","1830"
"96426112","4830","4830","4830"
"96433792","2420","2420","2420"
"96463744","2860","2860","2860"
"96464768","2740","2740","2740"
"96479616","2560","2560","2560"
"96496256","2820","2820","2820"
"96522240","4210","4210","4210"
"96568960","1340","1340","1340"
"96591232","7050","7050","7050"
"96612992","5690","5690","5690"
"96642560","6130","6130","6130"
"96657280","1710","1710","1710"
"96687232","4600","4600","4600"
"96736000","2540","2540","2540"
"96741888","3100","3100","3100"
"96751232","1360","1360","1360"
"96818048","3960","3960","3960"
"96821632","3060","3060","3060"
"96824704","3350","3350","3350"
"96851712","2450","2450","2450"
"96854144","2550","2550","2550"
"96854272","5090","5090","5090"
"96859776","1880","1880","1880"
"96869376","4950","4950","4950"
"96873344","5820","5820","5820"
"96926080","3760","3760","3760"
"96939648","5650","5650","5650"
"96997376","2705","2705","2705"
"97019392","2760","2760","2760"
"97062528","4020","4020","4020"
"97091584","1440","1440","1440"
"97127168","3420","3420","3420"
"97152512","2490","2490","2490"
"97154944","1510","1510","1510"
"97174784","2070","2070","2070"
"97178112","2250","2250","2250"
"97226112","1610","1610","1610"
"97242496","2700","2700","2700"
"97270656","4530","4530","4530"
"97302016","3730","3730","3730"
"97336064","3670","3670","3670"
"97340416","1310","1310","1310"
"97361024","2800","2800","2800"
"97414272","3710","3710","3710"
"97425024","5020","5020","5020"
"97433472","3100","3100","3100"
"97438208","1380","1380","1380"
"97448064","2970","2970","2970"
"97457664","5140","5140","5140"
"97471872","5880","5880","5880"
"97521024","2730","2730","2730"
"97565824","3350","3350","3350"
"97580800","6490","6490","6490"
"97600768","4110","4110","4110"
"97613056","6480","6480","6480"
"97633280","2620","2620","2620"
"97665408","1280","1280","1280"
"97674496","4970","4970","4970"
"97699328","2140","2140","2140"
"97744896","2350","2350","2350"
"97778048","2820","2820","2820"
"97809664","2850","2850","2850"
"97811968","4540","4540","4540"
"97830272","2230","2230","2230"
"97848704","3840","3840","3840"
"97855360","5530","5530","5530"
"97859968","2500","2500","2500"
"97860352","1990","1990","1990"
"97895296","4930","4930","4930"
"97901952","6010","6010","6010"
"97909632","6270","6270","6270"
"97923200","6250","6250","6250"
"97998208","4830","4830","4830"
"98045952","2015","2015","2015"
"98059008","4050","4050","4050"
"98128640","1640","1640","1640"
"98146432","2720","2720","2720"
"98174464","2700","2700","2700"
"98214400","4660","4660","4660"
"98226432","4065","4065","4065"
"98254720","4890","4890","4890"
"98254848","5220","5220","5220"
"98262400","1630","1630","1630"
"98287488","4260","4260","4260"
"98294272","3810","3810","3810"
"98318720","5640","5640","5640"
"98338176","5140","5140","5140"
"98341120","6180","6180","6180"
"98360448","2570","2570","2570"
"98362880","1570","1570","1570"
"98364160","5690","5690","5690"
"98386048","2280","2280","2280"
"98391936","5150","5150","5150"
"98394112","4880","4880","4880"
"98415872","3325","3325","3325"
"98437760","2640","2640","2640"
"98439552","4840","4840","4840"
"98477312","1540","1540","1540"
"98495360","6240","6240","6240"
"98532736","2340","2340","2340"
"98578816","3020","3020","3020"
"98597504","1610","1610","1610"
"98636288","2530","2530","2530"
"98647936","5490","5490","5490"
"98660992","2870","2870","2870"
"98665088","1230","1230","1230"
"98687360","3596.666748046875","3596.666748046875","3596.666748046875"
"98712320","5120","5120","5120"
"98713856","3990","3990","3990"
"98724736","5320","5320","5320"
"98771072","2380","2380","2380"
"98776704","2760","2760","2760"
"98782592","6060","6060","6060"
"98787456","5070","5070","5070"
"98808576","2430","2430","2430"
"98817408","5600","5600","5600"
"98842880","5240","5240","5240"
"98861440","5120","5120","5120"
"99016448","1840","1840","1840"
"99031424","5550","5550","5550"
"99033344","5840","5840","5840"
"99045504","2950","2950","2950"
"99083392","6170","6170","6170"
"99119872","2500","2500","2500"
"99146752","3660","3660","3660"
"99181824","4986.66650390625","4986.66650390625","4986.66650390625"
"99217152","1710","1710","1710"
"99228288","1510","1510","1510"
"99263616","1680","1680","1680"
"99265792","2890","2890","2890"
"99291520","6360","6360","6360"
"99305472","1480","1480","1480"
"99307648","3730","3730","3730"
"99313024","1310","1310","1310"
"99335040","4080","4080","4080"
"99358336","1460","1460","1460"
"99366656","5830","5830","5830"
"99399168","5145","5145","5145"
"99409280","1160","1160","1160"
"99429376","3970","3970","3970"
"99434752","4780","4780","4780"
"99438720","1540","1540","1540"
"99442688","1900","1900","1900"
"99445504","2940","2940","2940"
"99454208","2700","2700","2700"
"99467264","1320","1320","1320"
"99471104","5640","5640","5640"
"99489664","4700","4700","4700"
"99498880","2510","2510","2510"
"99502208","6210","6210","6210"
"99549184","5025","5025","5025"
"99552768","5250","5250","5250"
"99556480","1460","1460","1460"
"99557888","1450","1450","1450"
"99568640","1720","1720","1720"
"99579648","4280","4280","4280"
"99590144","6530","6530","6530"
"99634432","5610","5610","5610"
"99641984","4940","4940","4940"
"99646080","2030","2030","2030"
"99654016","6220","6220","6220"
"99658240","1900","1900","1900"
"99660800","4780","4780","4780"
"99686144","3820","3820","3820"
"99690112","1490","1490","1490"
"99706240","1210","1210","1210"
"99744768","1360","1360","1360"
"99766400","5550","5550","5550"
"99825408","4190","4190","4190"
"99857664","1670","1670","1670"
"99868672","1200","1200","1200"
"99887232","5340","5340","5340"
"99892608","2505","2505","2505"
"99936000","1350","1350","1350"
"99943040","3840","3840","3840"
"99961600","1340","1340","1340"
"99971072","2430","2430","2430"
"99979648","1340","1340","1340"
"100009984","5090","5090","5090"
"100057472","6160","6160","6160"
"100065920","1590","1590","1590"
"100098816","2980","2980","2980"
"100099584","5960","5960","5960"
"100135936","2760","2760","2760"
"100136064","4620","4620","4620"
"100175360","2830","2830","2830"
"100216448","1470","1470","1470"
"100235648","3970","3970","3970"
"100268800","6450","6450","6450"
"100270336","4880","4880","4880"
"100282240","3740","3740","3740"
"100334592","4290","4290","4290"
"100346880","2950","2950","2950"
"100405504","5630","5630","5630"
"100417664","2375","2375","2375"
"100431488","5360","5360","5360"
"100444672","3760","3760","3760"
"100452608","2790","2790","2790"
"100459520","1870","1870","1870"
"100484864","4840","4840","4840"
"100510464","4970","4970","4970"
"100515712","1550","1550","1550"
"100523648","4910","4910","4910"
"100534784","3275","3275","3275"
"100540800","5310","5310","5310"
"100548480","2820","2820","2820"
"100570624","2960","2960","2960"
"100590208","2250","2250","2250"
"100599424","4310","4310","4310"
"100604544","4640","4640","4640"
"100644864","4750","4750","4750"
"100664064","5615","5615","5615"
"100686464","3965","3965","3965"
"100689408","5420","5420","5420"
"100714496","5770","5770","5770"
"100754176","4653.33349609375","4653.33349609375","4653.33349609375"
"100816896","1530","1530","1530"
"100861312","4345","4345","4345"
"100862080","6300","6300","6300"
"100864000","5080","5080","5080"
"100873856","6320","6320","6320"
"100914048","1780","1780","1780"
"100944768","4900","4900","4900"
"100958720","2325","2325","2325"
"101011968","5140","5140","5140"
"101040640","6100","6100","6100"
"101058176","6190","6190","6190"
"101078016","1880","1880","1880"
"101078784","2890","2890","2890"
"101091712","1650","1650","1650"
"101097216","1810","1810","1810"
"101105280","6510","6510","6510"
"101109504","5140","5140","5140"
"101132800","3890","3890","3890"
"101145984","2850","2850","2850"
"101188736","5140","5140","5140"
"101194752","5780","5780","5780"
"101209856","3770","3770","3770"
"101232640","3685","3685","3685"
"101248512","4030","4030","4030"
"101292032","4920","4920","4920"
"101297792","5710","5710","5710"
"101299200","5220","5220","5220"
"101301504","4870","4870","4870"
"101325184","5480","5480","5480"
"101354624","1920","1920","1920"
"101362048","1380","1380","1380"
"101384832","6530","6530","6530"
"101391104","5080","5080","5080"
"101396992","5290","5290","5290"
"101430016","2890","2890","2890"
"101431552","6040","6040","6040"
"101435392","1640","1640","1640"
"101439104","6250","6250","6250"
"101456384","1140","1140","1140"
"101521792","3600","3600","3600"
"101554304","3900","3900","3900"
"101565056","2670","2670","2670"
"101569152","6500","6500","6500"
"101577088","4640","4640","4640"
"101580544","5500","5500","5500"
"101584256","2290","2290","2290"
"101598208","1280","1280","1280"
"101608192","4860","4860","4860"
"101620736","4760","4760","4760"
"101650048","4570","4570","4570"
"101652608","1840","1840","1840"
"101673344","2030","2030","2030"
"101677568","5140","5140","5140"
"101763968","2320","2320","2320"
"101773568","4060","4060","4060"
"101773952","3370","3370","3370"
"101782656","2750","2750","2750"
"101804416","1740","1740","1740"
"101815552","1410","1410","1410"
"101834752","4960","4960","4960"
"101838464","4940","4940","4940"
"101895552","5050","5050","5050"
"101904000","2870","2870","2870"
"101920384","2200","2200","2200"
"101923840","5950","5950","5950"
"101979264","5520","5520","5520"
"101992320","6140","6140","6140"
"102039424","2005","2005","2005"
"102067840","1620","1620","1620"
"102086784","1240","1240","1240"
"102107392","2600","2600","2600"
"102113664","6170","6170","6170"
"102133120","2780","2780","2780"
"102133248","3020","3020","3020"
"102137216","1550","1550","1550"
"102181760","3945","3945","3945"
"102186112","3850","3850","3850"
"102200320","1360","1360","1360"
"102204928","4620","4620","4620"
"102218496","3080","3080","3080"
"102220032","3600","3600","3600"
"102241536","3130","3130","3130"
"102245504","2860","2860","2860"
"102278144","2710","2710","2710"
"102280064","2710","2710","2710"
"102284800","1540","1540","1540"
"102315776","2940","2940","2940"
"102357120","1850","1850","1850"
"102362112","1300","1300","1300"
"102365440","2860","2860","2860"
"102393216","3470","3470","3470"
"102398976","1540","1540","1540"
"102430976","2160","2160","2160"
"102436992","3950","3950","3950"
"102443520","5220","5220","5220"
"102446592","3025","3025","3025"
"102515456","5700","5700","5700"
"102524032","5180","5180","5180"
"102542464","1430","1430","1430"
"102599552","5210","5210","5210"
"102619392","4930","4930","4930"
"102640512","1690","1690","1690"
"102652928","5960","5960","5960"
"102660992","1190","1190","1190"
"102669824","4405","4405","4405"
"102672384","2010","2010","2010"
"102681984","1500","1500","1500"
"102707840","1620","1620","1620"
"102734592","2550","2550","2550"
"102743808","2760","2760","2760"
"102746496","1320","1320","1320"
"102756608","1480","1480","1480"
"102788864","4140","4140","4140"
"102791296","5340","5340","5340"
"102828032","2050","2050","2050"
"102830080","2720","2720","2720"
"102860160","5720","5720","5720"
"102861440","2450","2450","2450"
"102862208","4340","4340","4340"
"102870784","2200","2200","2200"
"102921472","2740","2740","2740"
"102924416","5560","5560","5560"
"102931072","3560","3560","3560"
"102932480","5200","5200","5200"
"102964736","1490","1490","1490"
"102978176","1980","1980","1980"
"102990080","4130","4130","4130"
"103049216","2595","2595","2595"
"103051648","1560","1560","1560"
"103057408","1750","1750","1750"
"103094016","3590","3590","3590"
"103094656","5340","5340","5340"
"103129344","2835","2835","2835"
"103129728","3970","3970","3970"
"103139712","4190","4190","4190"
"103157248","1930","1930","1930"
"103197184","1230","1230","1230"
"103209600","1610","1610","1610"
"103264128","3720","3720","3720"
"103282560","1410","1410","1410"
"103285632","3650","3650","3650"
"103296128","3950","3950","3950"
"103333120","5880","5880","5880"
"103337984","5070","5070","5070"
"103376768","5460","5460","5460"
"103400704","2640","2640","2640"
"103416192","1700","1700","1700"
"103452928","1690","1690","1690"
"103470464","3560","3560","3560"
"103530624","6165","6165","6165"
"103540992","1900","1900","1900"
"103571712","1540","1540","1540"
"103576960","1380","1380","1380"
"103579264","2560","2560","2560"
"103588736","3830","3830","3830"
"103619840","5090","5090","5090"
"103624448","2800","2800","2800"
"103647488","1520","1520","1520"
"103650816","6320","6320","6320"
"103666432","2800","2800","2800"
"103666944","4720","4720","4720"
"103674112","6530","6530","6530"
"103684352","2725","2725","2725"
"103695232","2150","2150","2150"
"103738112","7000","7000","7000"
"103751680","5785","5785","5785"
"103753344","4650","4650","4650"
"103767296","3780","3780","3780"
"103768192","4770","4770","4770"
"103823744","3380","3380","3380"
"103828352","5310","5310","5310"
"103843328","1700","1700","1700"
"103850752","2830","2830","2830"
"103872640","3580","3580","3580"
"103874304","3860","3860","3860"
"103878784","5540","5540","5540"
"103888000","4990","4990","4990"
"103910656","5230","5230","5230"
"103927552","5460","5460","5460"
