"Step","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MIN","Riverraid-v4__my_baseline_intrinsic__1__1664407002 - charts/mean_episodic_return__MAX"
"137082496","2500","2500","2500"
"137091712","2615","2615","2615"
"137120384","3940","3940","3940"
"137152640","6030","6030","6030"
"137157760","2790","2790","2790"
"137163648","5980","5980","5980"
"137164544","1360","1360","1360"
"137185408","1150","1150","1150"
"137224320","5290","5290","5290"
"137225472","1750","1750","1750"
"137232000","5160","5160","5160"
"137234048","2260","2260","2260"
"137249024","1340","1340","1340"
"137251584","3560","3560","3560"
"137277440","2550","2550","2550"
"137278976","6600","6600","6600"
"137283072","2370","2370","2370"
"137305216","5400","5400","5400"
"137313152","6270","6270","6270"
"137369728","2250","2250","2250"
"137384960","6290","6290","6290"
"137438080","5820","5820","5820"
"137456384","5180","5180","5180"
"137457280","2290","2290","2290"
"137487104","4690","4690","4690"
"137518464","1130","1130","1130"
"137566848","4110","4110","4110"
"137574912","5880","5880","5880"
"137577984","1390","1390","1390"
"137584640","3530","3530","3530"
"137601920","6080","6080","6080"
"137609856","1020","1020","1020"
"137615872","3560","3560","3560"
"137619712","1220","1220","1220"
"137621760","6230","6230","6230"
"137622144","3440","3440","3440"
"137640064","2770","2770","2770"
"137644288","2060","2060","2060"
"137651712","2790","2790","2790"
"137655296","1390","1390","1390"
"137661184","2850","2850","2850"
"137664896","5590","5590","5590"
"137674368","1670","1670","1670"
"137714304","3050","3050","3050"
"137720064","5230","5230","5230"
"137728000","2400","2400","2400"
"137769472","3330","3330","3330"
"137772672","2100","2100","2100"
"137808384","5710","5710","5710"
"137820544","3400","3400","3400"
"137830400","5010","5010","5010"
"137842944","4390","4390","4390"
"137866240","1130","1130","1130"
"137896960","1460","1460","1460"
"137897856","4030","4030","4030"
"137910784","2165","2165","2165"
"137911552","1600","1600","1600"
"137949824","2150","2150","2150"
"137958400","3040","3040","3040"
"137967488","6470","6470","6470"
"138015872","3870","3870","3870"
"138068224","5850","5850","5850"
"138075648","4080","4080","4080"
"138104192","1390","1390","1390"
"138112000","2700","2700","2700"
"138134272","1500","1500","1500"
"138152832","1460","1460","1460"
"138163968","3570","3570","3570"
"138190848","5580","5580","5580"
"138222720","1390","1390","1390"
"138229376","2050","2050","2050"
"138233088","4480","4480","4480"
"138243200","1620","1620","1620"
"138245376","2600","2600","2600"
"138267904","1440","1440","1440"
"138282880","2230","2230","2230"
"138287744","1330","1330","1330"
"138308224","1520","1520","1520"
"138371840","3790","3790","3790"
"138374144","1270","1270","1270"
"138432768","1500","1500","1500"
"138442240","2280","2280","2280"
"138478336","2550","2550","2550"
"138507776","2330","2330","2330"
"138517888","2730","2730","2730"
"138534656","3270","3270","3270"
"138552832","1610","1610","1610"
"138552960","4970","4970","4970"
"138561280","1130","1130","1130"
"138566528","730","730","730"
"138584192","2720","2720","2720"
"138587392","2770","2770","2770"
"138621184","1060","1060","1060"
"138621312","4610","4610","4610"
"138624512","1040","1040","1040"
"138639488","1380","1380","1380"
"138645248","1210","1210","1210"
"138649984","1100","1100","1100"
"138686592","2370","2370","2370"
"138688128","4400","4400","4400"
"138691456","2790","2790","2790"
"138692864","3150","3150","3150"
"138714624","1300","1300","1300"
"138723840","3720","3720","3720"
"138734464","2560","2560","2560"
"138740864","2480","2480","2480"
"138772480","2280","2280","2280"
"138793856","980","980","980"
"138794752","1480","1480","1480"
"138863360","1750","1750","1750"
"138873984","1310","1310","1310"
"138880256","2620","2620","2620"
"138929920","1550","1550","1550"
"138936576","1340","1340","1340"
"138937088","2340","2340","2340"
"138938112","2860","2860","2860"
"138958720","1310","1310","1310"
"138974336","3220","3220","3220"
"138983296","5120","5120","5120"
"139004288","1710","1710","1710"
"139055104","4860","4860","4860"
"139058816","2290","2290","2290"
"139071872","2330","2330","2330"
"139080192","1550","1550","1550"
"139081088","2580","2580","2580"
"139096448","3650","3650","3650"
"139132032","1540","1540","1540"
"139133184","3275","3275","3275"
"139136640","2270","2270","2270"
"139141248","4190","4190","4190"
"139141504","2410","2410","2410"
"139146496","1430","1430","1430"
"139210112","3530","3530","3530"
"139238144","5530","5530","5530"
"139252352","1650","1650","1650"
"139260160","2960","2960","2960"
"139275136","1940","1940","1940"
"139281536","5470","5470","5470"
"139301504","1230","1230","1230"
"139308416","3940","3940","3940"
"139311232","1210","1210","1210"
"139328768","2300","2300","2300"
"139371648","1540","1540","1540"
"139412480","3110","3110","3110"
"139418368","1490","1490","1490"
"139464064","2820","2820","2820"
"139466624","2730","2730","2730"
"139469824","1160","1160","1160"
"139487872","3665","3665","3665"
"139526400","1310","1310","1310"
"139529344","4230","4230","4230"
"139554944","2210","2210","2210"
"139560320","4190","4190","4190"
"139602688","1530","1530","1530"
"139637888","3890","3890","3890"
"139654656","1250","1250","1250"
"139670272","3850","3850","3850"
"139672960","2690","2690","2690"
"139684352","4300","4300","4300"
"139685632","5460","5460","5460"
"139688448","1330","1330","1330"
"139701376","2410","2410","2410"
"139704832","1630","1630","1630"
"139709952","1450","1450","1450"
"139717760","4200","4200","4200"
"139771904","2720","2720","2720"
"139779456","1975","1975","1975"
"139780096","3500","3500","3500"
"139783552","3040","3040","3040"
"139818240","1390","1390","1390"
"139820160","1680","1680","1680"
"139841024","1280","1280","1280"
"139865088","2040","2040","2040"
"139867904","2510","2510","2510"
"139877888","2460","2460","2460"
"139926784","1570","1570","1570"
"139937024","1310","1310","1310"
"139949824","1130","1130","1130"
"139951104","1700","1700","1700"
"139954304","1843.3333740234375","1843.3333740234375","1843.3333740234375"
"139963136","1330","1330","1330"
"139966208","3205","3205","3205"
"139985024","2130","2130","2130"
"139994240","1470","1470","1470"
"140006400","3980","3980","3980"
"140019840","1330","1330","1330"
"140031104","2015","2015","2015"
"140038656","1310","1310","1310"
"140054400","2980","2980","2980"
"140059776","1455","1455","1455"
"140060032","2570","2570","2570"
"140073728","3240","3240","3240"
"140074368","2385","2385","2385"
"140086400","1500","1500","1500"
"140108928","1840","1840","1840"
"140120192","1895","1895","1895"
"140128256","3600","3600","3600"
"140135680","1500","1500","1500"
"140172672","1390","1390","1390"
"140183168","1815","1815","1815"
"140183424","1130","1130","1130"
"140198272","1610","1610","1610"
"140212864","1460","1460","1460"
"140220544","1415","1415","1415"
"140244480","1010","1010","1010"
"140263040","1190","1190","1190"
"140276864","1010","1010","1010"
"140335744","1600","1600","1600"
"140339712","1040","1040","1040"
"140341120","1630","1630","1630"
"140353792","1480","1480","1480"
"140366848","1440","1440","1440"
"140384896","2250","2250","2250"
"140389760","1540","1540","1540"
"140399744","2320","2320","2320"
"140402560","2320","2320","2320"
"140402688","1820","1820","1820"
"140413952","1680","1680","1680"
"140424064","2020","2020","2020"
"140446080","1820","1820","1820"
"140468864","3970","3970","3970"
"140471424","1070","1070","1070"
"140476928","880","880","880"
"140492032","1220","1220","1220"
"140522496","1090","1090","1090"
"140534912","1880","1880","1880"
"140572160","1400","1400","1400"
"140607744","1470","1470","1470"
"140609152","1220","1220","1220"
"140613376","1510","1510","1510"
"140659328","1670","1670","1670"
"140711936","1310","1310","1310"
"140716928","1440","1440","1440"
"140725504","1340","1340","1340"
"140744832","1130","1130","1130"
"140774400","1310","1310","1310"
"140776576","2320","2320","2320"
"140776960","1570","1570","1570"
"140780416","1420","1420","1420"
"140784000","2520","2520","2520"
"140787584","1650","1650","1650"
"140792832","1430","1430","1430"
"140810496","2620","2620","2620"
"140817408","1310","1310","1310"
"140856832","1280","1280","1280"
"140881152","1570","1570","1570"
"140897664","1180","1180","1180"
"140906240","1510","1510","1510"
"140926080","1615","1615","1615"
"140929280","1600","1600","1600"
"140931968","1580","1580","1580"
"140943104","1490","1490","1490"
"140954112","1370","1370","1370"
"140960384","1190","1190","1190"
"140974976","2290","2290","2290"
"140999552","1250","1250","1250"
"141020544","1430","1430","1430"
"141043200","1530","1530","1530"
"141047040","800","800","800"
"141069440","1450","1450","1450"
"141091968","1280","1280","1280"
"141100032","1340","1340","1340"
"141102208","1420","1420","1420"
"141106816","1280","1280","1280"
"141145088","1353.3333740234375","1353.3333740234375","1353.3333740234375"
"141156736","1390","1390","1390"
"141168128","1480","1480","1480"
"141173248","1710","1710","1710"
"141179648","1620","1620","1620"
"141196544","1290","1290","1290"
"141204352","1480","1480","1480"
"141206400","1780","1780","1780"
"141227904","1250","1250","1250"
"141228672","1210","1210","1210"
"141282304","1220","1220","1220"
"141293568","1720","1720","1720"
"141293952","1400","1400","1400"
"141294208","1730","1730","1730"
"141294464","1180","1180","1180"
"141316736","1450","1450","1450"
"141326848","1740","1740","1740"
"141331072","920","920","920"
"141385344","1430","1430","1430"
"141401856","1250","1250","1250"
"141433472","1310","1310","1310"
"141434752","1355","1355","1355"
"141445248","1580","1580","1580"
"141450496","1520","1520","1520"
"141462016","1265","1265","1265"
"141480832","1370","1370","1370"
"141500800","1440","1440","1440"
"141520896","1260","1260","1260"
"141552768","1250","1250","1250"
"141560576","1220","1220","1220"
"141585280","1100","1100","1100"
"141589760","1160","1160","1160"
"141594368","1190","1190","1190"
"141600896","1270","1270","1270"
"141607552","1155","1155","1155"
"141608448","1010","1010","1010"
"141611776","1420","1420","1420"
"141616000","1190","1190","1190"
"141622016","1190","1190","1190"
"141629696","1240","1240","1240"
"141634048","1210","1210","1210"
"141637504","1250","1250","1250"
"141723392","1280","1280","1280"
"141726592","1310","1310","1310"
"141755264","1430","1430","1430"
"141768320","1420","1420","1420"
"141787776","1060","1060","1060"
"141809536","1310","1310","1310"
"141819136","1250","1250","1250"
"141838464","1250","1250","1250"
"141859200","1480","1480","1480"
"141868416","1430","1430","1430"
"141871104","1340","1340","1340"
"141877120","1400","1400","1400"
"141909248","1550","1550","1550"
"141911168","1360","1360","1360"
"141911808","1490","1490","1490"
"141926400","1190","1190","1190"
"141943680","1010","1010","1010"
"141953408","1220","1220","1220"
"141957504","1720","1720","1720"
"141962624","1250","1250","1250"
"141967104","1250","1250","1250"
"141971712","1430","1430","1430"
"141991936","1540","1540","1540"
"142009600","1430","1430","1430"
"142016768","1250","1250","1250"
"142018048","1295","1295","1295"
"142055808","1250","1250","1250"
"142058752","950","950","950"
"142089088","1280","1280","1280"
"142121984","1520","1520","1520"
"142136448","1190","1190","1190"
"142138752","1520","1520","1520"
"142155520","1350","1350","1350"
"142178816","1310","1310","1310"
"142179968","1310","1310","1310"
"142190080","1390","1390","1390"
"142203904","1160","1160","1160"
"142204544","1400","1400","1400"
"142206080","1330","1330","1330"
"142218368","1310","1310","1310"
"142219904","1250","1250","1250"
"142231168","2060","2060","2060"
"142236032","1390","1390","1390"
"142261760","1070","1070","1070"
"142277888","1040","1040","1040"
"142291584","1460","1460","1460"
"142293760","1250","1250","1250"
"142332928","1430","1430","1430"
"142348800","1250","1250","1250"
"142356096","1250","1250","1250"
"142383488","1390","1390","1390"
"142402176","1370","1370","1370"
"142411520","1450","1450","1450"
"142427136","1460","1460","1460"
"142430720","1860","1860","1860"
"142434560","1500","1500","1500"
"142434944","1390","1390","1390"
"142451200","1830","1830","1830"
"142451968","880","880","880"
"142456192","1470","1470","1470"
"142471424","1420","1420","1420"
"142483840","1630","1630","1630"
"142492928","1590","1590","1590"
"142507776","1415","1415","1415"
"142527872","1310","1310","1310"
"142540032","1560","1560","1560"
"142561152","1800","1800","1800"
"142569088","1430","1430","1430"
"142572672","1700","1700","1700"
"142582784","1490","1490","1490"
"142590080","1470","1470","1470"
"142638720","1590","1590","1590"
"142642304","1340","1340","1340"
"142647680","1600","1600","1600"
"142661120","1820","1820","1820"
"142668416","1520","1520","1520"
"142673536","1290","1290","1290"
"142678272","1550","1550","1550"
"142698112","1510","1510","1510"
"142703104","1260","1260","1260"
"142707968","1550","1550","1550"
"142709120","1340","1340","1340"
"142768384","1610","1610","1610"
"142770304","1470","1470","1470"
"142770432","1430","1430","1430"
"142778496","1820","1820","1820"
"142786048","1550","1550","1550"
"142788480","2270","2270","2270"
"142798848","2000","2000","2000"
"142799488","1595","1595","1595"
"142802048","1970","1970","1970"
"142809984","1170","1170","1170"
"142818816","1250","1250","1250"
"142819200","1335","1335","1335"
"142865920","2010","2010","2010"
"142883200","1710","1710","1710"
"142889344","1450","1450","1450"
"142891264","1310","1310","1310"
"142928256","1480","1480","1480"
"142939520","1420","1420","1420"
"142973952","1470","1470","1470"
"142997760","1880","1880","1880"
"143005184","1580","1580","1580"
"143008896","1760","1760","1760"
"143010432","2280","2280","2280"
"143012096","1630","1630","1630"
"143038848","1870","1870","1870"
"143054592","1290","1290","1290"
"143057664","1870","1870","1870"
"143061248","1880","1880","1880"
"143069312","1470","1470","1470"
"143085568","1415","1415","1415"
"143099264","1800","1800","1800"
"143124096","1460","1460","1460"
"143130496","1030","1030","1030"
"143138944","1490","1490","1490"
"143142144","1880","1880","1880"
"143172608","1540","1540","1540"
"143173888","1550","1550","1550"
"143177728","1170","1170","1170"
"143196288","1480","1480","1480"
"143212160","1860","1860","1860"
"143226880","2010","2010","2010"
"143265920","770","770","770"
"143299968","1650","1650","1650"
"143377024","1600","1600","1600"
"143379968","1320","1320","1320"
"143395968","870","870","870"
"143403136","1730","1730","1730"
"143411840","1940","1940","1940"
"143430016","1610","1610","1610"
"143434496","1960","1960","1960"
"143436288","1053.3333740234375","1053.3333740234375","1053.3333740234375"
"143442688","1390","1390","1390"
"143453184","1050","1050","1050"
"143463680","1320","1320","1320"
"143465088","1780","1780","1780"
"143486720","1750","1750","1750"
"143512960","1160","1160","1160"
"143522688","1100","1100","1100"
"143578240","1450","1450","1450"
"143587328","1490","1490","1490"
"143592832","1550","1550","1550"
"143596928","1650","1650","1650"
"143601280","1645","1645","1645"
"143603328","1500","1500","1500"
"143605760","1850","1850","1850"
"143629056","1720","1720","1720"
"143655808","1830","1830","1830"
"143663872","1530","1530","1530"
"143678592","1760","1760","1760"
"143683968","1600","1600","1600"
"143690880","1330","1330","1330"
"143704064","1420","1420","1420"
"143717376","1600","1600","1600"
"143719040","1700","1700","1700"
"143742720","1550","1550","1550"
"143746048","1395","1395","1395"
"143757952","1410","1410","1410"
"143765888","1610","1610","1610"
"143775616","1700","1700","1700"
"143789824","1040","1040","1040"
"143792640","1960","1960","1960"
"143816192","1960","1960","1960"
"143817472","1890","1890","1890"
"143829120","1600","1600","1600"
"143842304","1390","1390","1390"
"143869952","1350","1350","1350"
"143885312","1990","1990","1990"
"143908864","1750","1750","1750"
"143909120","1510","1510","1510"
"143943936","1670","1670","1670"
"143964288","1870","1870","1870"
"144019200","1350","1350","1350"
"144023552","1730","1730","1730"
"144056576","1370","1370","1370"
"144061184","2070","2070","2070"
"144064512","1660","1660","1660"
"144079232","1240","1240","1240"
"144089728","1670","1670","1670"
"144092288","1885","1885","1885"
"144096640","1190","1190","1190"
"144103040","1130","1130","1130"
"144110208","1830","1830","1830"
"144120960","1630","1630","1630"
"144138368","1750","1750","1750"
"144155136","1490","1490","1490"
"144168448","1900","1900","1900"
"144171392","1100","1100","1100"
"144175744","1560","1560","1560"
"144182528","1815","1815","1815"
"144198912","1470","1470","1470"
"144214144","2000","2000","2000"
"144219648","1360","1360","1360"
"144221952","1310","1310","1310"
"144275968","2160","2160","2160"
"144286976","1630","1630","1630"
"144312576","1660","1660","1660"
"144320128","1980","1980","1980"
"144331776","1370","1370","1370"
"144355968","1250","1250","1250"
"144363520","1600","1600","1600"
"144367104","1670","1670","1670"
"144371840","1325","1325","1325"
"144374912","1900","1900","1900"
"144388864","1850","1850","1850"
"144391296","1650","1650","1650"
"144410112","1790","1790","1790"
"144411648","2200","2200","2200"
"144419712","1220","1220","1220"
"144419968","950","950","950"
"144431360","1870","1870","1870"
"144444800","1670","1670","1670"
"144462976","1480","1480","1480"
"144465408","1790","1790","1790"
"144489216","1640","1640","1640"
"144508800","2020","2020","2020"
"144510592","2010","2010","2010"
"144535808","1580","1580","1580"
"144537344","1870","1870","1870"
"144567424","1760","1760","1760"
"144569472","1920","1920","1920"
"144571520","1360","1360","1360"
"144599680","1510","1510","1510"
"144619520","1490","1490","1490"
"144627328","1460","1460","1460"
"144677888","1780","1780","1780"
"144678400","1710","1710","1710"
"144686336","1870","1870","1870"
"144695552","1720","1720","1720"
"144701184","1385","1385","1385"
"144708864","2220","2220","2220"
"144719744","2050","2050","2050"
"144749184","1330","1330","1330"
"144756608","1690","1690","1690"
"144778880","1950","1950","1950"
"144795264","2050","2050","2050"
"144837760","1820","1820","1820"
"144854912","1680","1680","1680"
"144888960","1500","1500","1500"
"144891264","1890","1890","1890"
"144896000","1610","1610","1610"
"144896896","1680","1680","1680"
"144913024","1960","1960","1960"
"144922112","2060","2060","2060"
"144931584","1240","1240","1240"
"144938240","1270","1270","1270"
"144975360","1940","1940","1940"
"144976896","890","890","890"
"144982912","1930","1930","1930"
"145006080","2160","2160","2160"
"145032192","1520","1520","1520"
"145032320","1600","1600","1600"
"145032704","1760","1760","1760"
"145033088","2220","2220","2220"
"145094272","1700","1700","1700"
"145113472","1920","1920","1920"
"145124352","1790","1790","1790"
"145140224","1180","1180","1180"
"145157888","1430","1430","1430"
"145159168","1320","1320","1320"
"145164544","1960","1960","1960"
"145196288","1450","1450","1450"
"145201408","1360","1360","1360"
"145208064","1470","1470","1470"
"145211648","1900","1900","1900"
"145212544","1740","1740","1740"
"145245568","1320","1320","1320"
"145284608","1480","1480","1480"
"145285760","1290","1290","1290"
"145303040","1160","1160","1160"
"145305856","1940","1940","1940"
"145315584","1710","1710","1710"
"145324288","1940","1940","1940"
"145378048","1510","1510","1510"
"145384320","1720","1720","1720"
"145399168","1810","1810","1810"
"145412992","1470","1470","1470"
"145420544","1460","1460","1460"
"145421184","1390","1390","1390"
"145436288","1840","1840","1840"
"145462656","1410","1410","1410"
"145495552","1570","1570","1570"
"145501056","2020","2020","2020"
"145508480","1440","1440","1440"
"145509632","1810","1810","1810"
"145523456","1610","1610","1610"
"145542656","1290","1290","1290"
"145547264","1570","1570","1570"
"145550080","2190","2190","2190"
"145565056","1960","1960","1960"
"145606656","1120","1120","1120"
"145641856","1200","1200","1200"
"145650432","1795","1795","1795"
"145698816","2180","2180","2180"
"145711232","1820","1820","1820"
"145746432","1740","1740","1740"
"145753216","1675","1675","1675"
"145756288","1830","1830","1830"
"145765248","1510","1510","1510"
"145766528","1550","1550","1550"
"145772160","690","690","690"
"145774080","660","660","660"
"145788800","2000","2000","2000"
"145826560","1010","1010","1010"
"145837440","1570","1570","1570"
"145842560","2100","2100","2100"
"145867776","1105","1105","1105"
"145871232","1230","1230","1230"
"145881216","1950","1950","1950"
"145883648","1420","1420","1420"
"145930368","1710","1710","1710"
"145950720","2230","2230","2230"
"145951360","1585","1585","1585"
"145962368","1750","1750","1750"
"145984768","1740","1740","1740"
"146006784","2270","2270","2270"
"146026112","1795","1795","1795"
"146026496","2070","2070","2070"
"146060416","1880","1880","1880"
"146064256","1350","1350","1350"
"146071808","1740","1740","1740"
"146099072","1690","1690","1690"
"146104064","1900","1900","1900"
"146107904","1490","1490","1490"
"146112512","1790","1790","1790"
"146133760","1590","1590","1590"
"146142336","2000","2000","2000"
"146145408","1090","1090","1090"
"146145664","1610","1610","1610"
"146153472","1630","1630","1630"
"146168064","1815","1815","1815"
"146176384","1790","1790","1790"
"146178048","1840","1840","1840"
"146179072","1700","1700","1700"
"146196992","1490","1490","1490"
"146208000","1870","1870","1870"
"146227456","1340","1340","1340"
"146238464","1500","1500","1500"
"146243328","2160","2160","2160"
"146248704","1650","1650","1650"
"146253696","1730","1730","1730"
"146278784","2020","2020","2020"
"146291840","1710","1710","1710"
"146317312","1850","1850","1850"
"146332672","1860","1860","1860"
"146335360","1960","1960","1960"
"146352512","1500","1500","1500"
"146409088","1470","1470","1470"
"146420096","1670","1670","1670"
"146432768","1480","1480","1480"
"146436864","1610","1610","1610"
"146439040","1476.6666259765625","1476.6666259765625","1476.6666259765625"
"146467456","1910","1910","1910"
"146474624","2170","2170","2170"
"146514816","1650","1650","1650"
"146561152","2080","2080","2080"
"146569216","1800","1800","1800"
"146587904","2070","2070","2070"
"146660352","1090","1090","1090"
"146670336","1870","1870","1870"
"146705792","2010","2010","2010"
"146710912","1300","1300","1300"
"146714368","2230","2230","2230"
"146724224","1640","1640","1640"
"146759936","1780","1780","1780"
"146763136","1900","1900","1900"
"146787584","1690","1690","1690"
"146792448","1410","1410","1410"
"146811392","1860","1860","1860"
"146842240","1630","1630","1630"
"146851072","1610","1610","1610"
"146870400","1700","1700","1700"
"146893824","2090","2090","2090"
"146919552","1700","1700","1700"
"146927744","1740","1740","1740"
"146931328","1210","1210","1210"
"146932352","1550","1550","1550"
"146935552","1420","1420","1420"
"146962944","2030","2030","2030"
"146965888","2020","2020","2020"
"146967552","1580","1580","1580"
"146982144","2080","2080","2080"
"147010432","1790","1790","1790"
"147022080","1120","1120","1120"
"147026304","2030","2030","2030"
"147033088","1980","1980","1980"
"147083136","1795","1795","1795"
"147093504","1810","1810","1810"
"147107968","1470","1470","1470"
"147141376","1550","1550","1550"
"147143424","1680","1680","1680"
"147149312","1250","1250","1250"
"147151360","1760","1760","1760"
"147161984","1620","1620","1620"
"147165312","1340","1340","1340"
"147171200","1630","1630","1630"
"147174912","2030","2030","2030"
"147187328","1750","1750","1750"
"147199744","1790","1790","1790"
"147200640","1360","1360","1360"
"147218304","1960","1960","1960"
"147266944","2050","2050","2050"
"147270528","1800","1800","1800"
"147290368","1980","1980","1980"
"147303424","2050","2050","2050"
"147307776","2290","2290","2290"
"147347200","1790","1790","1790"
"147395712","1880","1880","1880"
"147400320","1790","1790","1790"
"147425280","2270","2270","2270"
"147443200","1770","1770","1770"
"147445120","1340","1340","1340"
"147477888","1300","1300","1300"
"147501440","2110","2110","2110"
"147574656","2010","2010","2010"
"147584768","1890","1890","1890"
"147586304","1890","1890","1890"
"147588480","1520","1520","1520"
"147591808","1790","1790","1790"
"147615744","2050","2050","2050"
"147623040","1830","1830","1830"
"147625088","1660","1660","1660"
"147672832","1650","1650","1650"
"147675136","2010","2010","2010"
"147688832","2160","2160","2160"
"147692544","2100","2100","2100"
"147740800","1700","1700","1700"
"147747072","1815","1815","1815"
"147757696","2000","2000","2000"
"147759744","1750","1750","1750"
"147766400","2180","2180","2180"
"147781376","2410","2410","2410"
"147797376","1830","1830","1830"
"147806976","1795","1795","1795"
"147808384","1820","1820","1820"
"147869952","1620","1620","1620"
"147872640","1780","1780","1780"
"147874048","1980","1980","1980"
"147885568","1920","1920","1920"
"147887232","2010","2010","2010"
"147891072","1320","1320","1320"
"147912832","2220","2220","2220"
"147916288","1990","1990","1990"
"147929344","1190","1190","1190"
"147944064","1790","1790","1790"
"147951488","1900","1900","1900"
"147952896","1850","1850","1850"
"147956096","1480","1480","1480"
"147964800","1430","1430","1430"
"147970560","1340","1340","1340"
"148004096","1890","1890","1890"
"148006272","1430","1430","1430"
"148015616","1990","1990","1990"
"148070656","2230","2230","2230"
"148088448","1440","1440","1440"
"148092672","1650","1650","1650"
"148110720","1970","1970","1970"
"148121344","1660","1660","1660"
"148126208","1740","1740","1740"
"148140416","1870","1870","1870"
"148143104","1700","1700","1700"
"148145536","2060","2060","2060"
"148177280","1550","1550","1550"
"148202112","1860","1860","1860"
"148216832","1590","1590","1590"
"148254592","1940","1940","1940"
"148255616","1740","1740","1740"
"148266624","940","940","940"
"148318848","2140","2140","2140"
"148361344","1830","1830","1830"
"148369792","1725","1725","1725"
"148371328","1420","1420","1420"
"148375168","1280","1280","1280"
"148381824","1720","1720","1720"
"148419840","1610","1610","1610"
"148460160","1900","1900","1900"
"148466560","1726.6666259765625","1726.6666259765625","1726.6666259765625"
"148474496","1840","1840","1840"
"148496512","1760","1760","1760"
"148513152","1590","1590","1590"
"148524416","1260","1260","1260"
"148530816","1980","1980","1980"
"148541312","2150","2150","2150"
"148577152","2140","2140","2140"
"148601344","1880","1880","1880"
"148617856","1710","1710","1710"
"148659712","1490","1490","1490"
"148662016","1810","1810","1810"
"148670720","2020","2020","2020"
"148673536","2330","2330","2330"
"148717568","1650","1650","1650"
"148785024","2160","2160","2160"
"148833920","2070","2070","2070"
"148846592","1730","1730","1730"
"148849536","2080","2080","2080"
"148857216","1910","1910","1910"
"148861312","1910","1910","1910"
"148875264","2010","2010","2010"
"148878592","1835","1835","1835"
"148885120","1790","1790","1790"
"148886016","1850","1850","1850"
"148897792","1930","1930","1930"
"148919040","2050","2050","2050"
"148958464","1650","1650","1650"
"149015168","1180","1180","1180"
"149030144","1820","1820","1820"
"149059968","1635","1635","1635"
"149061504","1620","1620","1620"
"149069440","1950","1950","1950"
"149082880","1890","1890","1890"
"149137152","1700","1700","1700"
"149187200","1880","1880","1880"
"149211648","1820","1820","1820"
"149215232","1800","1800","1800"
"149218176","1640","1640","1640"
"149221376","1670","1670","1670"
"149232512","960","960","960"
"149247360","1525","1525","1525"
"149247744","1550","1550","1550"
"149261824","1840","1840","1840"
"149263232","1530","1530","1530"
"149276672","1490","1490","1490"
"149319808","1470","1470","1470"
"149321984","1900","1900","1900"
"149324416","2000","2000","2000"
"149339008","1590","1590","1590"
"149353856","1130","1130","1130"
"149354368","1650","1650","1650"
"149381760","1720","1720","1720"
"149398656","1780","1780","1780"
"149413120","1640","1640","1640"
"149430912","1760","1760","1760"
"149473024","1380","1380","1380"
"149485440","1750","1750","1750"
"149498112","1920","1920","1920"
"149499136","1400","1400","1400"
"149501568","2170","2170","2170"
"149507200","1670","1670","1670"
"149511168","1650","1650","1650"
"149512064","1860","1860","1860"
"149519744","1520","1520","1520"
"149522560","1815","1815","1815"
"149525120","1940","1940","1940"
"149574784","1790","1790","1790"
"149589504","2040","2040","2040"
"149607040","2250","2250","2250"
"149658752","2050","2050","2050"
"149731968","1320","1320","1320"
"149745408","1930","1930","1930"
"149759360","2260","2260","2260"
"149789312","2150","2150","2150"
"149805312","2230","2230","2230"
"149816448","1920","1920","1920"
"149833600","1700","1700","1700"
"149834752","2000","2000","2000"
"149841792","1170","1170","1170"
"149848192","1890","1890","1890"
"149865984","1530","1530","1530"
"149882624","1970","1970","1970"
"149884672","1910","1910","1910"
"149911424","2450","2450","2450"
"149913472","1980","1980","1980"
"149924480","2070","2070","2070"
"149942400","2120","2120","2120"
"150001280","1660","1660","1660"
"150017792","1830","1830","1830"
"150025088","2330","2330","2330"
"150059392","2120","2120","2120"
"150079872","1700","1700","1700"
"150084224","1990","1990","1990"
"150120064","1890","1890","1890"
"150132480","2000","2000","2000"
"150177536","2090","2090","2090"
"150178560","2080","2080","2080"
"150188160","1810","1810","1810"
"150201600","1420","1420","1420"
"150246784","1800","1800","1800"
"150258944","1250","1250","1250"
"150266496","1890","1890","1890"
"150277248","2310","2310","2310"
"150279552","2480","2480","2480"
"150280576","2100","2100","2100"
"150286464","1810","1810","1810"
"150294656","2320","2320","2320"
"150325120","2000","2000","2000"
"150332800","2200","2200","2200"
"150377088","2370","2370","2370"
"150396928","1680","1680","1680"
"150419840","1430","1430","1430"
"150430336","1640","1640","1640"
"150452352","1805","1805","1805"
"150454016","1840","1840","1840"
"150459776","2000","2000","2000"
"150485120","1900","1900","1900"
"150567936","2080","2080","2080"
"150570112","2150","2150","2150"
"150574336","2450","2450","2450"
"150585600","1620","1620","1620"
"150623616","1810","1810","1810"
"150662528","1960","1960","1960"
"150663424","1580","1580","1580"
"150669440","1860","1860","1860"
"150689792","1730","1730","1730"
"150742144","1620","1620","1620"
"150757376","1825","1825","1825"
"150788480","1540","1540","1540"
"150834560","2430","2430","2430"
"150848768","1640","1640","1640"
"150855552","1730","1730","1730"
"150888064","2080","2080","2080"
"150907776","1805","1805","1805"
"150913920","2090","2090","2090"
"150953344","1740","1740","1740"
"150955904","2260","2260","2260"
