"Step","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MAX","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MAX","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MIN","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MAX"
"284880","14900","14900","14900","","","","","",""
"285248","8800","8800","8800","","","","","",""
"285920","4800","4800","4800","","","","","",""
"286192","12100","12100","12100","","","","","",""
"286928","10900","10900","10900","","","","","",""
"286960","5400","5400","5400","","","","","",""
"287328","7300","7300","7300","","","","","",""
"288000","","","","10600","10600","10600","","",""
"288624","8800","8800","8800","","","","","",""
"288896","","","","6100","6100","6100","","",""
"289312","8600","8600","8600","","","","","",""
"289664","","","","","","","13800","13800","13800"
"289920","","","","","","","8400","8400","8400"
"290496","9500","9500","9500","","","","","",""
"291200","","","","11300","11300","11300","","",""
"291808","9200","9200","9200","","","","","",""
"292224","","","","7400","7400","7400","","",""
"292608","","","","16900","16900","16900","","",""
"292736","","","","10000","10000","10000","","",""
"292768","13500","13500","13500","","","","","",""
"294016","","","","14800","14800","14800","","",""
"295424","","","","8550","8550","8550","","",""
"295808","","","","18000","18000","18000","","",""
"295920","7500","7500","7500","","","","","",""
"296560","7200","7200","7200","","","","","",""
"296704","","","","7400","7400","7400","","",""
"296720","7900","7900","7900","","","","","",""
"297552","19100","19100","19100","","","","","",""
"298624","","","","16100","16100","16100","","",""
"298880","","","","16450","16450","16450","","",""
"299264","","","","7266.66650390625","7266.66650390625","7266.66650390625","","",""
"299392","","","","8600","8600","8600","","",""
"299776","","","","13300","13300","13300","","",""
"299920","11900","11900","11900","","","","","",""
"300016","3800","3800","3800","","","","","",""
"301056","","","","10300","10300","10300","","",""
"301648","5800","5800","5800","","","","","",""
"301952","","","","10400","10400","10400","","",""
"302848","","","","3800","3800","3800","6400","6400","6400"
"303168","4800","4800","4800","","","","","",""
"303184","7600","7600","7600","","","","","",""
"303328","13500","13500","13500","","","","","",""
"303888","6000","6000","6000","","","","","",""
"304336","8700","8700","8700","","","","","",""
"304704","13800","13800","13800","","","","","",""
"305152","","","","6100","6100","6100","","",""
"305536","","","","12750","12750","12750","","",""
"306032","5900","5900","5900","","","","","",""
"306160","5300","5300","5300","","","","","",""
"306432","","","","8275","8275","8275","","",""
"306832","8000","8000","8000","","","","","",""
"307248","10700","10700","10700","","","","","",""
"308320","8000","8000","8000","","","","","",""
"309056","14600","14600","14600","","","","","",""
"309120","","","","7100","7100","7100","","",""
"309440","7500","7500","7500","","","","","",""
"310192","7400","7400","7400","","","","","",""
"310688","9800","9800","9800","","","","","",""
"311216","5200","5200","5200","","","","","",""
"311296","","","","","","","7700","7700","7700"
"312064","9300","9300","9300","","","","","",""
"312192","","","","8200","8200","8200","","",""
"313344","","","","","","","4600","4600","4600"
"314176","11600","11600","11600","","","","","",""
"314752","","","","3600","3600","3600","","",""
"314928","4400","4400","4400","","","","","",""
"315904","","","","12400","12400","12400","","",""
"317568","","","","9200","9200","9200","","",""
"317584","6300","6300","6300","","","","","",""
"318208","","","","18200","18200","18200","","",""
"318256","4300","4300","4300","","","","","",""
"318336","6500","6500","6500","","","","","",""
"318352","8000","8000","8000","","","","","",""
"318640","11900","11900","11900","","","","","",""
"318720","","","","5800","5800","5800","","",""
"319232","","","","7300","7300","7300","","",""
"319872","","","","12000","12000","12000","","",""
"320512","","","","8100","8100","8100","7900","7900","7900"
"320608","8550","8550","8550","","","","","",""
"320624","14400","14400","14400","","","","","",""
"320896","","","","6800","6800","6800","","",""
"321152","","","","14100","14100","14100","","",""
"321744","7000","7000","7000","","","","","",""
"321792","","","","8433.3330078125","8433.3330078125","8433.3330078125","","",""
"322048","","","","10500","10500","10500","","",""
"322432","","","","3600","3600","3600","","",""
"322944","","","","2900","2900","2900","","",""
"323856","3600","3600","3600","","","","","",""
"323888","10500","10500","10500","","","","","",""
"324352","","","","12600","12600","12600","","",""
"325120","","","","8200","8200","8200","","",""
"325136","9900","9900","9900","","","","","",""
"325632","","","","6800","6800","6800","","",""
"326320","8800","8800","8800","","","","","",""
"327136","11800","11800","11800","","","","","",""
"327168","","","","7300","7300","7300","","",""
"328576","","","","17300","17300","17300","","",""
"328768","6900","6900","6900","","","","","",""
"328960","","","","8400","8400","8400","","",""
"328976","10000","10000","10000","","","","","",""
"329008","8300","8300","8300","","","","","",""
"329216","","","","17600","17600","17600","","",""
"329344","","","","","","","6100","6100","6100"
"329744","4000","4000","4000","","","","","",""
"330112","","","","16100","16100","16100","","",""
"330160","7400","7400","7400","","","","","",""
"330240","5900","5900","5900","","","","","",""
"330880","","","","8400","8400","8400","","",""
"332032","","","","5500","5500","5500","","",""
"332208","16500","16500","16500","","","","","",""
"332288","","","","7200","7200","7200","","",""
"332752","7700","7700","7700","","","","","",""
"332800","","","","13900","13900","13900","","",""
"333664","9100","9100","9100","","","","","",""
"333744","7700","7700","7700","","","","","",""
"333856","7300","7300","7300","","","","","",""
"334208","","","","8400","8400","8400","","",""
"334784","16800","16800","16800","","","","","",""
"335104","15500","15500","15500","","","","","",""
"335232","","","","","","","6400","6400","6400"
"335488","","","","","","","13700","13700","13700"
"335616","","","","","","","6500","6500","6500"
"336384","","","","9600","9600","9600","","",""
"338176","","","","13700","13700","13700","","",""
"338480","3800","3800","3800","","","","","",""
"338688","7900","7900","7900","","","","7400","7400","7400"
"339712","","","","7100","7100","7100","","",""
"339968","","","","9500","9500","9500","","",""
"340032","5900","5900","5900","","","","","",""
"340544","5100","5100","5100","","","","","",""
"341504","11700","11700","11700","","","","","",""
"341888","","","","8100","8100","8100","","",""
"342624","7900","7900","7900","","","","","",""
"343936","","","","9000","9000","9000","","",""
"344064","","","","12300","12300","12300","","",""
"344320","","","","6400","6400","6400","","",""
"344448","","","","8700","8700","8700","","",""
"344704","","","","15800","15800","15800","","",""
"344784","6000","6000","6000","","","","","",""
"344912","7100","7100","7100","","","","","",""
"345072","19000","19000","19000","","","","","",""
"345312","8100","8100","8100","","","","","",""
"345472","","","","7100","7100","7100","","",""
"346432","4700","4700","4700","","","","","",""
"347520","","","","7600","7600","7600","","",""
"347568","18500","18500","18500","","","","","",""
"348192","9800","9800","9800","","","","","",""
"348288","","","","5300","5300","5300","","",""
"348896","6100","6100","6100","","","","","",""
"348976","4300","4300","4300","","","","","",""
"349056","","","","7100","7100","7100","","",""
"349184","","","","8100","8100","8100","","",""
"350848","","","","15800","15800","15800","","",""
"350976","","","","21800","21800","21800","","",""
"351360","","","","13100","13100","13100","","",""
"351840","7700","7700","7700","","","","","",""
"352512","6100","6100","6100","","","","","",""
"352592","13000","13000","13000","","","","","",""
"352896","","","","4200","4200","4200","","",""
"355456","","","","6200","6200","6200","","",""
"355952","4900","4900","4900","","","","","",""
"356192","12400","12400","12400","","","","","",""
"356432","7400","7400","7400","","","","","",""
"356736","","","","6350","6350","6350","","",""
"356864","","","","6900","6900","6900","","",""
"358192","4500","4500","4500","","","","","",""
"358304","8500","8500","8500","","","","","",""
"358416","9600","9600","9600","","","","","",""
"358656","","","","19700","19700","19700","","",""
"359296","","","","7800","7800","7800","","",""
"359808","","","","","","","3000","3000","3000"
"360384","8000","8000","8000","","","","","",""
"360832","","","","11900","11900","11900","","",""
"361216","","","","14400","14400","14400","","",""
"361552","13700","13700","13700","","","","","",""
"362096","5600","5600","5600","","","","","",""
"362112","","","","8600","8600","8600","","",""
"362384","14000","14000","14000","","","","","",""
"362752","7200","7200","7200","","","","","",""
"363296","16500","16500","16500","","","","","",""
"363392","","","","6800","6800","6800","","",""
"365056","","","","","","","6100","6100","6100"
"365184","","","","9800","9800","9800","","",""
"365312","","","","18100","18100","18100","","",""
"365520","3500","3500","3500","","","","","",""
"366144","3900","3900","3900","","","","","",""
"366208","","","","9500","9500","9500","","",""
"366960","7800","7800","7800","","","","","",""
"366976","","","","3000","3000","3000","","",""
"366992","8900","8900","8900","","","","","",""
"367104","","","","14600","14600","14600","","",""
"367360","","","","5100","5100","5100","","",""
"367760","6800","6800","6800","","","","","",""
"367872","","","","","","","4900","4900","4900"
"368736","6100","6100","6100","","","","","",""
"369152","","","","11550","11550","11550","","",""
"370432","","","","8200","8200","8200","","",""
"370768","9000","9000","9000","","","","","",""
"371696","7900","7900","7900","","","","","",""
"372352","","","","8900","8900","8900","","",""
"372640","12900","12900","12900","","","","","",""
"372976","7800","7800","7800","","","","","",""
"373296","6400","6400","6400","","","","","",""
"373376","","","","10000","10000","10000","","",""
"374016","","","","7500","7500","7500","","",""
"374400","","","","14400","14400","14400","","",""
"374800","8300","8300","8300","","","","","",""
"375040","","","","","","","8600","8600","8600"
"375424","","","","6700","6700","6700","","",""
"375440","6500","6500","6500","","","","","",""
"376448","","","","9500","9500","9500","","",""
"376832","","","","8500","8500","8500","","",""
"376960","","","","5700","5700","5700","","",""
"377024","5600","5600","5600","","","","","",""
"378112","","","","7900","7900","7900","","",""
"379776","","","","6100","6100","6100","","",""
"379904","","","","9100","9100","9100","","",""
"380512","8400","8400","8400","","","","","",""
"380720","6800","6800","6800","","","","","",""
"381280","6500","6500","6500","","","","","",""
"381312","6500","6500","6500","","","","","",""
"382000","9700","9700","9700","","","","","",""
"382176","18900","18900","18900","","","","","",""
"382336","9300","9300","9300","6100","6100","6100","","",""
"382400","14600","14600","14600","","","","","",""
"382592","","","","6900","6900","6900","","",""
"383184","6200","6200","6200","","","","","",""
"384816","7600","7600","7600","","","","","",""
"384864","8100","8100","8100","","","","","",""
"385280","","","","10000","10000","10000","","",""
"385664","","","","7800","7800","7800","","",""
"387216","8300","8300","8300","","","","","",""
"388224","","","","8700","8700","8700","","",""
"389072","4000","4000","4000","","","","","",""
"390832","9200","9200","9200","","","","","",""
"390912","","","","9900","9900","9900","","",""
"391424","2100","2100","2100","","","","","",""
"391936","5900","5900","5900","","","","","",""
"392224","6000","6000","6000","","","","","",""
"393216","","","","13300","13300","13300","","",""
"393344","","","","5300","5300","5300","","",""
"394496","","","","8800","8800","8800","","",""
"394624","","","","7500","7500","7500","","",""
"394864","2900","2900","2900","","","","","",""
"395264","","","","7500","7500","7500","","",""
"395696","16300","16300","16300","","","","","",""
"395776","","","","14400","14400","14400","","",""
"396928","","","","","","","4800","4800","4800"
"396960","8500","8500","8500","","","","","",""
"397440","","","","7350","7350","7350","","",""
"397568","","","","8700","8700","8700","","",""
"398496","5200","5200","5200","","","","","",""
"399104","","","","8200","8200","8200","","",""
"400000","","","","10600","10600","10600","","",""
"401664","","","","8600","8600","8600","","",""
"401680","5100","5100","5100","","","","","",""
"402048","","","","4800","4800","4800","","",""
"402176","","","","12800","12800","12800","","",""
"402304","6100","6100","6100","","","","","",""
"403520","7800","7800","7800","","","","","",""
"404320","11400","11400","11400","","","","","",""
"404736","","","","5100","5100","5100","","",""
"404880","4400","4400","4400","","","","","",""
"405104","4400","4400","4400","","","","","",""
"405808","3900","3900","3900","","","","","",""
"406048","9200","9200","9200","","","","","",""
"406144","","","","8100","8100","8100","","",""
"406320","9700","9700","9700","","","","","",""
"406528","","","","8800","8800","8800","","",""
"407184","5800","5800","5800","","","","","",""
"407552","","","","6700","6700","6700","","",""
"408192","","","","10600","10600","10600","","",""
"408576","","","","5600","5600","5600","","",""
"408896","5900","5900","5900","","","","","",""
"409344","13200","13200","13200","","","","","",""
"409600","","","","6000","6000","6000","","",""
"410368","","","","7700","7700","7700","","",""
"411136","11500","11500","11500","","","","","",""
"411264","","","","6900","6900","6900","","",""
"411584","8900","8900","8900","","","","","",""
"411776","","","","6400","6400","6400","","",""
"412032","","","","7500","7500","7500","","",""
"412928","","","","9600","9600","9600","","",""
"413344","12900","12900","12900","","","","","",""
"414192","6700","6700","6700","","","","","",""
"414704","6300","6300","6300","","","","","",""
"416640","","","","7100","7100","7100","","",""
"419456","6300","6300","6300","11150","11150","11150","","",""
"419712","","","","9700","9700","9700","","",""
"420480","","","","10900","10900","10900","","",""
"420736","","","","11800","11800","11800","","",""
"420848","12800","12800","12800","","","","","",""
"421376","","","","9700","9700","9700","","",""
"421632","4300","4300","4300","","","","","",""
"421904","13800","13800","13800","","","","","",""
"422016","","","","5400","5400","5400","","",""
"422208","4900","4900","4900","","","","","",""
"422272","","","","7000","7000","7000","","",""
"422304","4800","4800","4800","","","","","",""
"422656","","","","6100","6100","6100","","",""
"422752","9000","9000","9000","","","","","",""
"423296","19300","19300","19300","","","","","",""
"423504","10300","10300","10300","","","","","",""
"423552","11900","11900","11900","","","","","",""
"424160","5400","5400","5400","","","","","",""
"424320","","","","17100","17100","17100","","",""
"424448","","","","4300","4300","4300","","",""
"424976","18400","18400","18400","","","","","",""
"425440","4300","4300","4300","","","","","",""
"426080","2400","2400","2400","","","","","",""
"426256","7000","7000","7000","","","","","",""
"426624","","","","6300","6300","6300","","",""
"426656","8500","8500","8500","","","","","",""
"428544","","","","7200","7200","7200","","",""
"429168","6400","6400","6400","","","","","",""
"429520","6800","6800","6800","","","","","",""
"429696","","","","8100","8100","8100","","",""
"429904","9500","9500","9500","","","","","",""
"430848","","","","8600","8600","8600","","",""
"431232","","","","5100","5100","5100","","",""
"433232","6000","6000","6000","","","","","",""
"433664","","","","6800","6800","6800","","",""
"434576","9300","9300","9300","","","","","",""
"437504","","","","8900","8900","8900","","",""
"437760","","","","13600","13600","13600","","",""
"438144","","","","13300","13300","13300","","",""
"438848","12500","12500","12500","","","","","",""
"439168","7600","7600","7600","","","","","",""
"439664","7800","7800","7800","","","","","",""
"439680","","","","10100","10100","10100","","",""
"440064","","","","12175","12175","12175","","",""
"440240","8200","8200","8200","","","","","",""
"440576","","","","2900","2900","2900","","",""
"441728","","","","6400","6400","6400","","",""
"442656","11200","11200","11200","","","","","",""
"443424","7650","7650","7650","","","","","",""
"444288","","","","6800","6800","6800","","",""
"445152","8100","8100","8100","","","","","",""
"445184","","","","4400","4400","4400","","",""
"445584","18200","18200","18200","","","","","",""
"445696","9800","9800","9800","","","","","",""
"445776","10200","10200","10200","","","","","",""
"446576","2800","2800","2800","","","","","",""
