"Step","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1667413438 - charts/mean_episodic_return__MAX","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MIN","Atlantis-v4__state_of_art_intrinsic__1__1666563163 - charts/mean_episodic_return__MAX","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MIN","Atlantis-v4__my_baseline_intrinsic__1__1665746971 - charts/mean_episodic_return__MAX"
"7729152","5200","5200","5200","","","","","",""
"7729408","","","","5900","5900","5900","","",""
"7729920","","","","12300","12300","12300","","",""
"7730128","10200","10200","10200","","","","","",""
"7730304","","","","16600","16600","16600","","",""
"7731200","","","","","","","17400","17400","17400"
"7731632","4900","4900","4900","","","","","",""
"7732992","","","","","","","18500","18500","18500"
"7733008","15300","15300","15300","","","","","",""
"7733472","5600","5600","5600","","","","","",""
"7734064","6800","6800","6800","","","","","",""
"7734112","5100","5100","5100","","","","","",""
"7734912","","","","9066.6669921875","9066.6669921875","9066.6669921875","","",""
"7735392","13500","13500","13500","","","","","",""
"7736320","","","","9600","9600","9600","","",""
"7736704","","","","9800","9800","9800","","",""
"7737472","","","","14100","14100","14100","","",""
"7737728","","","","8900","8900","8900","","",""
"7740224","13900","13900","13900","","","","","",""
"7740416","9800","9800","9800","","","","","",""
"7741040","3300","3300","3300","","","","","",""
"7742240","20500","20500","20500","","","","","",""
"7742592","","","","8200","8200","8200","","",""
"7742976","","","","5900","5900","5900","","",""
"7743696","9000","9000","9000","","","","","",""
"7743744","","","","7300","7300","7300","","",""
"7744000","","","","7800","7800","7800","","",""
"7744576","8000","8000","8000","","","","","",""
"7744896","","","","18500","18500","18500","","",""
"7745408","","","","4000","4000","4000","","",""
"7745920","","","","7500","7500","7500","","",""
"7747168","11500","11500","11500","","","","","",""
"7747984","10200","10200","10200","","","","","",""
"7748624","7200","7200","7200","","","","","",""
"7748864","","","","8800","8800","8800","","",""
"7749616","10300","10300","10300","","","","","",""
"7749760","","","","9500","9500","9500","","",""
"7750016","","","","6900","6900","6900","","",""
"7750464","9000","9000","9000","","","","","",""
"7750528","","","","11400","11400","11400","","",""
"7751264","11000","11000","11000","","","","","",""
"7751552","","","","19300","19300","19300","","",""
"7752448","","","","7300","7300","7300","","",""
"7753120","6800","6800","6800","","","","","",""
"7753216","6100","6100","6100","11150","11150","11150","","",""
"7753280","10300","10300","10300","","","","","",""
"7753344","","","","14500","14500","14500","","",""
"7753616","5400","5400","5400","","","","","",""
"7753808","9500","9500","9500","","","","","",""
"7754240","","","","14700","14700","14700","","",""
"7755648","","","","12900","12900","12900","","",""
"7756160","","","","13100","13100","13100","","",""
"7756224","6500","6500","6500","","","","","",""
"7756480","11400","11400","11400","","","","","",""
"7757184","","","","15650","15650","15650","","",""
"7757296","12200","12200","12200","","","","","",""
"7757840","8800","8800","8800","","","","","",""
"7758848","","","","17300","17300","17300","","",""
"7758912","10700","10700","10700","","","","","",""
"7759488","","","","12800","12800","12800","","",""
"7760432","14600","14600","14600","","","","","",""
"7761056","19300","19300","19300","","","","","",""
"7761280","","","","4100","4100","4100","","",""
"7762688","","","","8400","8400","8400","","",""
"7763056","11800","11800","11800","","","","","",""
"7763200","","","","7800","7800","7800","","",""
"7763680","13000","13000","13000","","","","","",""
"7763968","","","","9800","9800","9800","","",""
"7764096","","","","10400","10400","10400","","",""
"7765504","14000","14000","14000","","","","","",""
"7765696","7300","7300","7300","","","","","",""
"7765744","6800","6800","6800","","","","","",""
"7765904","5200","5200","5200","","","","","",""
"7766336","6100","6100","6100","","","","","",""
"7767296","","","","5400","5400","5400","","",""
"7769136","18200","18200","18200","","","","","",""
"7770352","8100","8100","8100","","","","","",""
"7770624","8800","8800","8800","","","","","",""
"7771136","6000","6000","6000","","","","","",""
"7771200","13400","13400","13400","","","","","",""
"7771264","","","","6100","6100","6100","","",""
"7771392","","","","10100","10100","10100","","",""
"7772400","8800","8800","8800","","","","","",""
"7773760","7500","7500","7500","","","","","",""
"7773776","3400","3400","3400","","","","","",""
"7774928","11800","11800","11800","","","","","",""
"7774976","","","","12300","12300","12300","","",""
"7775296","7500","7500","7500","","","","","",""
"7776000","","","","5300","5300","5300","","",""
"7776144","13900","13900","13900","","","","","",""
"7777920","","","","8200","8200","8200","","",""
"7778432","","","","10750","10750","10750","","",""
"7779072","","","","","","","13500","13500","13500"
"7779648","8300","8300","8300","","","","","",""
"7780000","8100","8100","8100","","","","","",""
"7780096","","","","12600","12600","12600","","",""
"7780640","7600","7600","7600","","","","","",""
"7780992","","","","8900","8900","8900","","",""
"7781120","","","","10900","10900","10900","","",""
"7781632","","","","7400","7400","7400","","",""
"7781648","5000","5000","5000","","","","","",""
"7781760","4700","4700","4700","","","","","",""
"7782528","","","","4000","4000","4000","","",""
"7783184","5700","5700","5700","","","","","",""
"7783296","","","","9200","9200","9200","","",""
"7783520","16200","16200","16200","","","","","",""
"7784512","6600","6600","6600","","","","","",""
"7786112","","","","9500","9500","9500","","",""
"7786368","","","","12400","12400","12400","","",""
"7786624","12600","12600","12600","","","","","",""
"7787664","10800","10800","10800","","","","","",""
"7787856","6800","6800","6800","","","","","",""
"7788192","5600","5600","5600","","","","","",""
"7789600","7700","7700","7700","","","","","",""
"7789824","","","","9100","9100","9100","","",""
"7789952","","","","9700","9700","9700","","",""
"7789984","13400","13400","13400","","","","","",""
"7791616","12100","12100","12100","","","","","",""
"7792640","","","","7700","7700","7700","","",""
"7792896","6800","6800","6800","","","","","",""
"7793072","10600","10600","10600","","","","","",""
"7793120","12500","12500","12500","","","","","",""
"7793792","","","","4500","4500","4500","","",""
"7793920","6600","6600","6600","","","","","",""
"7795072","","","","6500","6500","6500","","",""
"7795200","","","","5100","5100","5100","","",""
"7795584","","","","9000","9000","9000","","",""
"7797184","10000","10000","10000","","","","","",""
"7797232","6500","6500","6500","","","","","",""
"7797760","","","","10500","10500","10500","","",""
"7798272","","","","","","","11566.6669921875","11566.6669921875","11566.6669921875"
"7798912","16300","16300","16300","","","","","",""
"7799680","","","","3600","3600","3600","","",""
"7799808","","","","7600","7600","7600","","",""
"7800704","","","","","","","11600","11600","11600"
"7801200","9500","9500","9500","","","","","",""
"7801552","5600","5600","5600","","","","","",""
"7801728","8300","8300","8300","","","","","",""
"7801984","","","","7400","7400","7400","","",""
"7803136","","","","","","","10800","10800","10800"
"7804336","6300","6300","6300","","","","","",""
"7804416","","","","","","","14500","14500","14500"
"7805312","","","","7900","7900","7900","","",""
"7805632","8100","8100","8100","","","","","",""
"7805664","5000","5000","5000","","","","","",""
"7806592","","","","7400","7400","7400","","",""
"7807104","","","","8600","8600","8600","","",""
"7807856","13400","13400","13400","","","","","",""
"7807872","","","","11000","11000","11000","","",""
"7809024","","","","9600","9600","9600","","",""
"7809088","12600","12600","12600","","","","","",""
"7810288","4500","4500","4500","","","","","",""
"7811024","8500","8500","8500","","","","","",""
"7811840","","","","10600","10600","10600","","",""
"7813120","","","","7200","7200","7200","","",""
"7813376","","","","6800","6800","6800","","",""
"7813568","12400","12400","12400","","","","","",""
"7813952","4300","4300","4300","","","","","",""
"7814448","14800","14800","14800","","","","","",""
"7816032","11300","11300","11300","","","","","",""
"7816192","4500","4500","4500","","","","","",""
"7816432","9800","9800","9800","","","","","",""
"7816832","","","","7200","7200","7200","","",""
"7817408","6800","6800","6800","","","","","",""
"7817984","11000","11000","11000","","","","","",""
"7818160","7600","7600","7600","","","","","",""
"7818496","","","","17150","17150","17150","","",""
"7818624","","","","11900","11900","11900","","",""
"7820544","","","","9300","9300","9300","","",""
"7820800","","","","4100","4100","4100","","",""
"7821776","8100","8100","8100","","","","","",""
"7822208","","","","6100","6100","6100","","",""
"7822480","4900","4900","4900","","","","","",""
"7822880","19900","19900","19900","","","","","",""
"7823328","19500","19500","19500","","","","","",""
"7825424","12900","12900","12900","","","","","",""
"7825808","3500","3500","3500","","","","","",""
"7826176","","","","","","","9700","9700","9700"
"7826640","6000","6000","6000","","","","","",""
"7826784","6900","6900","6900","","","","","",""
"7827072","","","","7766.66650390625","7766.66650390625","7766.66650390625","","",""
"7827136","8000","8000","8000","","","","","",""
"7828544","13100","13100","13100","","","","","",""
"7829376","8300","8300","8300","6700","6700","6700","","",""
"7829744","4900","4900","4900","","","","","",""
"7830016","","","","4500","4500","4500","","",""
"7830368","6400","6400","6400","","","","","",""
"7830464","4400","4400","4400","","","","","",""
"7830912","","","","7700","7700","7700","","",""
"7831168","","","","6200","6200","6200","","",""
"7831552","","","","9500","9500","9500","","",""
"7831680","","","","7800","7800","7800","","",""
"7831936","","","","9300","9300","9300","","",""
"7832544","9700","9700","9700","","","","","",""
"7832608","15200","15200","15200","","","","","",""
"7834720","11500","11500","11500","","","","","",""
"7835264","","","","7450","7450","7450","","",""
"7835344","7600","7600","7600","","","","","",""
"7835456","8500","8500","8500","","","","","",""
"7835904","","","","7600","7600","7600","","",""
"7836160","9000","9000","9000","","","","","",""
"7836544","","","","6900","6900","6900","","",""
"7836960","5800","5800","5800","","","","","",""
"7837824","","","","13100","13100","13100","","",""
"7838080","","","","6900","6900","6900","","",""
"7838560","8700","8700","8700","","","","","",""
"7839504","2000","2000","2000","","","","","",""
"7839952","10100","10100","10100","","","","","",""
"7840000","","","","9900","9900","9900","","",""
"7840528","8400","8400","8400","","","","","",""
"7841056","14800","14800","14800","","","","","",""
"7841360","10300","10300","10300","","","","","",""
"7841904","10800","10800","10800","","","","","",""
"7842512","10000","10000","10000","","","","","",""
"7842816","","","","10233.3330078125","10233.3330078125","10233.3330078125","","",""
"7843008","14900","14900","14900","","","","","",""
"7843072","","","","12900","12900","12900","","",""
"7843200","","","","8900","8900","8900","","",""
"7844176","17200","17200","17200","","","","","",""
"7844224","","","","","","","11500","11500","11500"
"7845296","11050","11050","11050","","","","","",""
"7845632","","","","5200","5200","5200","","",""
"7845808","14100","14100","14100","","","","","",""
"7845904","6400","6400","6400","","","","","",""
"7846320","3600","3600","3600","","","","","",""
"7846528","","","","4000","4000","4000","","",""
"7846944","9600","9600","9600","","","","","",""
"7847552","","","","6100","6100","6100","","",""
"7847680","","","","7700","7700","7700","","",""
"7847968","11300","11300","11300","","","","","",""
"7848320","","","","8900","8900","8900","","",""
"7849856","","","","9700","9700","9700","","",""
"7850208","9200","9200","9200","","","","","",""
"7850864","16600","16600","16600","","","","","",""
"7851104","9100","9100","9100","","","","","",""
"7851296","7600","7600","7600","","","","","",""
"7851616","6800","6800","6800","","","","","",""
"7852544","4900","4900","4900","","","","","",""
"7853056","","","","8100","8100","8100","","",""
"7854992","5300","5300","5300","","","","","",""
"7855360","","","","","","","17200","17200","17200"
"7855440","12700","12700","12700","","","","","",""
"7855728","8600","8600","8600","","","","","",""
"7856640","","","","10400","10400","10400","","",""
"7857120","13400","13400","13400","","","","","",""
"7857280","","","","","","","19300","19300","19300"
"7857504","6300","6300","6300","","","","","",""
"7858688","","","","4700","4700","4700","","",""
"7858944","","","","11500","11500","11500","","",""
"7859456","","","","5700","5700","5700","","",""
"7860096","","","","6600","6600","6600","","",""
"7860352","","","","3800","3800","3800","","",""
"7860432","9300","9300","9300","","","","","",""
"7860480","","","","13500","13500","13500","","",""
"7861424","9700","9700","9700","","","","","",""
"7861760","","","","11100","11100","11100","","",""
"7862528","","","","5000","5000","5000","","",""
"7863680","","","","11300","11300","11300","","",""
"7865024","9400","9400","9400","","","","","",""
"7865088","","","","13400","13400","13400","","",""
"7866112","2400","2400","2400","9300","9300","9300","","",""
"7867008","","","","","","","7700","7700","7700"
"7867952","6550","6550","6550","","","","","",""
"7868080","9700","9700","9700","","","","","",""
"7868416","","","","13600","13600","13600","","",""
"7868512","9300","9300","9300","","","","","",""
"7870080","","","","","","","13900","13900","13900"
"7870208","","","","19600","19600","19600","","",""
"7870464","8200","8200","8200","","","","","",""
"7870720","","","","10500","10500","10500","","",""
"7871568","7200","7200","7200","","","","","",""
"7872000","","","","6000","6000","6000","","",""
"7872208","10700","10700","10700","","","","","",""
"7872384","","","","3500","3500","3500","","",""
"7872576","9100","9100","9100","","","","","",""
"7873536","","","","9100","9100","9100","","",""
"7873664","","","","9500","9500","9500","","",""
"7874640","6500","6500","6500","","","","","",""
"7874736","8900","8900","8900","","","","","",""
"7875824","4100","4100","4100","","","","","",""
"7875856","11800","11800","11800","","","","","",""
"7876608","","","","10800","10800","10800","","",""
"7877248","","","","13900","13900","13900","","",""
"7877760","","","","8100","8100","8100","","",""
"7878416","3600","3600","3600","","","","","",""
"7878592","9300","9300","9300","","","","","",""
"7879168","","","","","","","9600","9600","9600"
"7879424","11800","11800","11800","17900","17900","17900","","",""
"7879472","17900","17900","17900","","","","","",""
"7879552","","","","6800","6800","6800","","",""
"7879728","11700","11700","11700","","","","","",""
"7880608","8000","8000","8000","","","","","",""
"7881344","","","","7100","7100","7100","","",""
"7881472","","","","7800","7800","7800","","",""
"7882368","","","","13000","13000","13000","","",""
"7882496","","","","7700","7700","7700","","",""
"7882624","","","","6800","6800","6800","","",""
"7883408","12100","12100","12100","","","","","",""
"7883776","","","","13900","13900","13900","","",""
"7885568","","","","6500","6500","6500","","",""
"7885728","11400","11400","11400","","","","","",""
"7885936","8100","8100","8100","","","","","",""
"7886368","8300","8300","8300","","","","","",""
"7887104","","","","9100","9100","9100","","",""
"7887280","9400","9400","9400","","","","","",""
"7888160","6800","6800","6800","","","","","",""
"7888768","","","","9500","9500","9500","17100","17100","17100"
"7888896","","","","7600","7600","7600","","",""
"7890048","","","","14700","14700","14700","","",""
"7890400","7500","7500","7500","","","","","",""
"7891840","","","","5000","5000","5000","","",""
"7891872","7300","7300","7300","","","","","",""
"7892352","","","","6400","6400","6400","","",""
"7893488","7300","7300","7300","","","","","",""
"7893760","","","","14600","14600","14600","","",""
"7894080","7200","7200","7200","","","","","",""
"7894528","","","","8900","8900","8900","","",""
"7895296","","","","13000","13000","13000","","",""
"7896832","","","","12300","12300","12300","","",""
"7897264","14100","14100","14100","","","","","",""
"7897344","","","","10800","10800","10800","","",""
"7897584","10600","10600","10600","","","","","",""
"7897696","5600","5600","5600","","","","","",""
"7897728","","","","","","","14600","14600","14600"
"7897744","14200","14200","14200","","","","","",""
"7897776","8300","8300","8300","","","","","",""
"7898880","","","","15500","15500","15500","","",""
"7899264","","","","5100","5100","5100","","",""
"7899904","","","","7900","7900","7900","","",""
"7900176","9000","9000","9000","","","","","",""
"7900384","5400","5400","5400","","","","","",""
"7900544","","","","16100","16100","16100","","",""
"7901696","","","","14800","14800","14800","","",""
"7902208","","","","5800","5800","5800","","",""
"7902432","4400","4400","4400","","","","","",""
"7902720","","","","8900","8900","8900","","",""
"7903344","6400","6400","6400","","","","","",""
"7904016","10000","10000","10000","","","","","",""
"7904480","8600","8600","8600","","","","","",""
"7904896","","","","9650","9650","9650","","",""
"7905104","8900","8900","8900","","","","","",""
"7905504","6400","6400","6400","","","","","",""
"7905792","","","","5600","5600","5600","","",""
"7905968","18100","18100","18100","","","","","",""
"7906176","","","","9600","9600","9600","","",""
"7906880","11200","11200","11200","","","","","",""
"7907120","9700","9700","9700","","","","","",""
"7907712","","","","5000","5000","5000","","",""
"7907760","8700","8700","8700","","","","","",""
"7908176","4900","4900","4900","","","","","",""
"7908224","","","","7200","7200","7200","","",""
"7908304","13200","13200","13200","","","","","",""
"7909504","","","","9600","9600","9600","","",""
"7909632","","","","6600","6600","6600","","",""
"7909952","10700","10700","10700","","","","","",""
"7910528","","","","11100","11100","11100","","",""
"7910816","9600","9600","9600","","","","","",""
"7912320","","","","8600","8600","8600","","",""
"7912528","11600","11600","11600","","","","","",""
"7912688","5800","5800","5800","","","","","",""
"7914224","4600","4600","4600","","","","","",""
"7915104","6700","6700","6700","","","","","",""
"7915520","","","","9900","9900","9900","","",""
"7915888","9500","9500","9500","","","","","",""
"7916016","7800","7800","7800","","","","","",""
"7916160","","","","6600","6600","6600","","",""
"7916544","","","","3200","3200","3200","","",""
"7916768","17300","17300","17300","","","","","",""
"7916800","8100","8100","8100","","","","","",""
"7917024","6200","6200","6200","","","","","",""
"7917952","","","","11400","11400","11400","","",""
"7918176","11800","11800","11800","","","","","",""
"7918544","6700","6700","6700","","","","","",""
"7918720","","","","","","","6000","6000","6000"
"7918784","13100","13100","13100","","","","","",""
"7919728","3500","3500","3500","","","","","",""
"7919792","7100","7100","7100","","","","","",""
"7921280","","","","8900","8900","8900","","",""
"7921536","","","","7350","7350","7350","","",""
"7922304","","","","","","","16600","16600","16600"
"7922496","15400","15400","15400","","","","","",""
"7923088","14900","14900","14900","","","","","",""
"7923712","","","","3800","3800","3800","","",""
"7923968","6500","6500","6500","","","","","",""
"7924224","","","","7400","7400","7400","","",""
"7924624","12900","12900","12900","","","","","",""
"7924736","","","","14900","14900","14900","","",""
"7925408","13200","13200","13200","","","","","",""
"7925632","","","","14000","14000","14000","","",""
"7926144","","","","2700","2700","2700","","",""
"7926272","","","","13500","13500","13500","","",""
"7927424","","","","6900","6900","6900","","",""
"7928800","11300","11300","11300","","","","","",""
"7930576","4200","4200","4200","","","","","",""
"7932144","8300","8300","8300","","","","","",""
"7932256","5900","5900","5900","","","","","",""
"7932512","13900","13900","13900","","","","","",""
"7933056","","","","10800","10800","10800","","",""
"7933168","10300","10300","10300","","","","","",""
"7933840","8400","8400","8400","","","","","",""
"7934144","6300","6300","6300","","","","","",""
"7934592","9700","9700","9700","","","","","",""
"7934848","","","","8100","8100","8100","","",""
"7936032","8000","8000","8000","","","","","",""
"7936384","","","","12900","12900","12900","","",""
"7939072","12000","12000","12000","","","","","",""
"7939328","","","","4800","4800","4800","","",""
"7939424","9800","9800","9800","","","","","",""
"7939568","9800","9800","9800","","","","","",""
"7939616","7000","7000","7000","","","","","",""
"7940064","7800","7800","7800","","","","","",""
"7940096","","","","11850","11850","11850","","",""
"7940608","","","","12200","12200","12200","","",""
"7941248","","","","10900","10900","10900","","",""
"7941328","18900","18900","18900","","","","","",""
"7942464","9500","9500","9500","","","","","",""
"7942528","","","","9300","9300","9300","","",""
"7943040","","","","8700","8700","8700","","",""
"7943808","","","","9650","9650","9650","","",""
"7943936","","","","8750","8750","8750","","",""
"7944064","","","","17400","17400","17400","","",""
"7944528","12500","12500","12500","","","","","",""
"7945008","11600","11600","11600","","","","","",""
"7947520","","","","","","","13800","13800","13800"
"7948800","","","","8400","8400","8400","","",""
"7949312","5800","5800","5800","","","","","",""
"7950128","14400","14400","14400","","","","","",""
"7950208","","","","7400","7400","7400","","",""
"7950336","","","","3600","3600","3600","","",""
"7950832","7000","7000","7000","","","","","",""
"7951200","8800","8800","8800","","","","","",""
"7951872","","","","9600","9600","9600","","",""
"7952448","8300","8300","8300","","","","","",""
"7952896","","","","16200","16200","16200","","",""
"7952944","10000","10000","10000","","","","","",""
"7954736","2900","2900","2900","","","","","",""
"7955712","","","","11000","11000","11000","","",""
"7955952","13600","13600","13600","","","","","",""
"7956112","16000","16000","16000","","","","","",""
"7956784","12500","12500","12500","","","","","",""
"7956992","6000","6000","6000","","","","","",""
"7957376","","","","11100","11100","11100","","",""
"7960448","","","","11566.6669921875","11566.6669921875","11566.6669921875","","",""
"7960864","15100","15100","15100","","","","","",""
"7961856","","","","7100","7100","7100","","",""
"7961904","8000","8000","8000","","","","","",""
"7962176","9750","9750","9750","","","","","",""
"7965904","8300","8300","8300","","","","","",""
"7966144","11600","11600","11600","","","","","",""
"7966704","5000","5000","5000","","","","","",""
"7967440","7300","7300","7300","","","","","",""
"7967744","","","","8800","8800","8800","","",""
"7968128","","","","6033.33349609375","6033.33349609375","6033.33349609375","","",""
"7968384","","","","5600","5600","5600","","",""
"7968768","","","","10750","10750","10750","15900","15900","15900"
"7969920","","","","","","","13100","13100","13100"
"7970656","3400","3400","3400","","","","","",""
"7970816","","","","19200","19200","19200","","",""
"7971264","8500","8500","8500","","","","","",""
"7971712","","","","9200","9200","9200","","",""
"7972464","7100","7100","7100","","","","","",""
"7973376","","","","7000","7000","7000","","",""
"7974400","","","","10150","10150","10150","","",""
"7975088","10900","10900","10900","","","","","",""
"7975680","","","","6300","6300","6300","","",""
"7976576","","","","5600","5600","5600","","",""
"7977216","","","","5100","5100","5100","","",""
"7978176","12200","12200","12200","","","","","",""
"7979264","","","","5600","5600","5600","","",""
"7979456","14200","14200","14200","","","","","",""
"7980496","4200","4200","4200","","","","","",""
"7980544","7000","7000","7000","","","","","",""
"7980928","","","","","","","17000","17000","17000"
"7981824","","","","14200","14200","14200","","",""
"7982720","","","","6100","6100","6100","","",""
"7982848","","","","9400","9400","9400","","",""
"7983616","","","","5600","5600","5600","","",""
"7984448","7600","7600","7600","","","","","",""
"7984640","","","","6633.33349609375","6633.33349609375","6633.33349609375","","",""
"7984768","","","","12050","12050","12050","","",""
"7985264","5000","5000","5000","","","","","",""
"7985792","","","","14100","14100","14100","","",""
"7986816","","","","4600","4600","4600","","",""
"7987632","2300","2300","2300","","","","","",""
"7987664","6400","6400","6400","","","","","",""
"7989120","","","","5900","5900","5900","","",""
"7989280","4100","4100","4100","","","","","",""
"7989344","18200","18200","18200","","","","","",""
"7989904","7850","7850","7850","","","","","",""
"7993376","9900","9900","9900","","","","","",""
"7993632","6400","6400","6400","","","","","",""
"7993648","9100","9100","9100","","","","","",""
"7994112","","","","8200","8200","8200","","",""
"7994576","12900","12900","12900","","","","","",""
"7994688","10400","10400","10400","","","","","",""
"7995952","4700","4700","4700","","","","","",""
"7996416","","","","15400","15400","15400","","",""
"7996544","","","","6750","6750","6750","","",""
"7996656","11000","11000","11000","","","","","",""
"7997392","6100","6100","6100","","","","","",""
"7997440","","","","6500","6500","6500","","",""
"7997856","2900","2900","2900","","","","","",""
"7997952","","","","12000","12000","12000","","",""
"7997984","5700","5700","5700","","","","","",""
"7998528","8800","8800","8800","","","","","",""
"7998720","","","","13900","13900","13900","","",""
"7998976","","","","10700","10700","10700","","",""
"7999104","","","","12900","12900","12900","","",""
"8000080","6600","6600","6600","","","","","",""
"8000176","13400","13400","13400","","","","","",""
"8000640","","","","7633.33349609375","7633.33349609375","7633.33349609375","","",""
"8001152","","","","11100","11100","11100","","",""
"8001648","8300","8300","8300","","","","","",""
"8002288","4300","4300","4300","","","","","",""
"8002304","","","","8466.6669921875","8466.6669921875","8466.6669921875","","",""
"8002944","8300","8300","8300","","","","","",""
"8003040","6700","6700","6700","","","","","",""
"8004736","","","","11450","11450","11450","","",""
"8005344","4400","4400","4400","","","","","",""
"8005504","","","","6800","6800","6800","","",""
"8006016","","","","","","","11900","11900","11900"
"8007200","8200","8200","8200","","","","","",""
"8007568","17000","17000","17000","","","","","",""
"8007840","6400","6400","6400","","","","","",""
"8008448","","","","8300","8300","8300","","",""
"8010240","","","","7400","7400","7400","","",""
"8010368","","","","","","","12600","12600","12600"
"8011264","","","","6000","6000","6000","","",""
"8011616","6700","6700","6700","","","","","",""
"8012128","8000","8000","8000","","","","","",""
"8012416","","","","11300","11300","11300","","",""
"8012672","","","","14750","14750","14750","","",""
"8013312","","","","13400","13400","13400","","",""
"8013696","","","","4200","4200","4200","","",""
"8015104","","","","8400","8400","8400","","",""
"8016000","","","","11000","11000","11000","","",""
"8017920","","","","9850","9850","9850","","",""
"8018048","","","","5900","5900","5900","","",""
"8019152","12700","12700","12700","","","","","",""
"8021472","7950","7950","7950","","","","","",""
"8021504","","","","8850","8850","8850","","",""
"8022272","","","","9200","9200","9200","","",""
"8022400","","","","6600","6600","6600","","",""
"8023264","15900","15900","15900","","","","","",""
"8023664","10100","10100","10100","","","","","",""
"8025216","","","","10700","10700","10700","","",""
"8025280","23700","23700","23700","","","","","",""
"8025728","","","","15300","15300","15300","","",""
"8026112","","","","5500","5500","5500","","",""
"8026496","","","","6500","6500","6500","","",""
"8026880","","","","4300","4300","4300","","",""
"8027648","11400","11400","11400","","","","","",""
"8028656","11100","11100","11100","","","","","",""
"8029104","22800","22800","22800","","","","","",""
"8029184","","","","","","","8100","8100","8100"
"8029568","","","","4200","4200","4200","","",""
"8029824","","","","7300","7300","7300","","",""
"8030304","15300","15300","15300","","","","","",""
"8030848","","","","14000","14000","14000","","",""
"8031984","5500","5500","5500","","","","","",""
"8032384","13200","13200","13200","","","","","",""
"8033152","","","","7600","7600","7600","","",""
"8033376","8700","8700","8700","","","","","",""
"8034896","8300","8300","8300","","","","","",""
"8035456","","","","18600","18600","18600","","",""
"8036992","","","","20000","20000","20000","","",""
"8037040","9800","9800","9800","","","","","",""
"8037120","6100","6100","6100","10700","10700","10700","","",""
"8039424","","","","12200","12200","12200","","",""
"8039808","","","","8900","8900","8900","","",""
"8039984","12400","12400","12400","","","","","",""
"8040832","","","","8800","8800","8800","","",""
"8041472","","","","3800","3800","3800","","",""
"8042432","9300","9300","9300","","","","","",""
"8043008","7000","7000","7000","","","","","",""
"8043392","","","","11200","11200","11200","","",""
"8044368","11200","11200","11200","","","","","",""
"8045568","","","","5400","5400","5400","","",""
"8046464","","","","8000","8000","8000","","",""
"8046976","","","","9600","9600","9600","","",""
"8047104","11600","11600","11600","","","","","",""
"8047360","","","","8050","8050","8050","","",""
"8047440","4800","4800","4800","","","","","",""
"8047872","","","","8050","8050","8050","","",""
"8048208","17300","17300","17300","","","","","",""
"8048512","","","","9900","9900","9900","","",""
"8049280","","","","9400","9400","9400","","",""
"8049600","6900","6900","6900","","","","","",""
"8049808","14500","14500","14500","","","","","",""
"8050176","","","","7200","7200","7200","","",""
"8051840","","","","6800","6800","6800","","",""
"8052096","","","","6300","6300","6300","","",""
"8052608","15900","15900","15900","","","","","",""
"8052672","12900","12900","12900","","","","","",""
"8053760","","","","","","","8100","8100","8100"
"8054144","","","","8300","8300","8300","","",""
"8054192","11100","11100","11100","","","","","",""
"8054528","","","","15300","15300","15300","","",""
"8055040","","","","9250","9250","9250","","",""
"8056960","5900","5900","5900","","","","","",""
"8057472","","","","15700","15700","15700","","",""
"8057984","","","","9400","9400","9400","","",""
"8058240","","","","12300","12300","12300","","",""
"8059648","","","","5800","5800","5800","","",""
"8060160","","","","5400","5400","5400","","",""
"8060800","","","","6350","6350","6350","","",""
"8060928","","","","","","","18000","18000","18000"
"8061024","12000","12000","12000","","","","","",""
"8062496","11600","11600","11600","","","","","",""
"8062720","","","","16000","16000","16000","","",""
"8063184","11000","11000","11000","","","","","",""
"8063232","","","","8700","8700","8700","","",""
"8064128","","","","9800","9800","9800","","",""
"8064320","8400","8400","8400","","","","","",""
"8064400","10100","10100","10100","","","","","",""
"8064512","","","","12700","12700","12700","","",""
"8064896","","","","7900","7900","7900","","",""
"8065280","","","","5000","5000","5000","","",""
"8065408","","","","11700","11700","11700","","",""
"8066304","","","","9100","9100","9100","","",""
"8066816","","","","9300","9300","9300","","",""
"8067456","","","","4300","4300","4300","","",""
"8067712","","","","18400","18400","18400","","",""
"8068736","","","","6100","6100","6100","","",""
"8069568","6500","6500","6500","","","","","",""
"8069632","","","","10033.3330078125","10033.3330078125","10033.3330078125","","",""
"8070672","16800","16800","16800","","","","","",""
"8070944","8000","8000","8000","","","","","",""
"8070960","11750","11750","11750","","","","","",""
"8071040","","","","7500","7500","7500","","",""
"8071168","","","","12800","12800","12800","","",""
"8071552","","","","6400","6400","6400","","",""
"8071936","","","","18600","18600","18600","","",""
"8072000","4600","4600","4600","","","","","",""
"8073728","","","","6500","6500","6500","","",""
"8074624","","","","7400","7400","7400","","",""
"8074880","5000","5000","5000","","","","","",""
"8075008","","","","6000","6000","6000","","",""
